index, timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
0, 2025/02/27 06:01:29.497, 19 %, 14 %, 18487 MiB
1, 2025/02/27 06:01:29.500, 25 %, 18 %, 19133 MiB
0, 2025/02/27 06:01:30.501, 21 %, 15 %, 18487 MiB
1, 2025/02/27 06:01:30.501, 27 %, 19 %, 19133 MiB
0, 2025/02/27 06:01:31.502, 22 %, 16 %, 18487 MiB
1, 2025/02/27 06:01:31.503, 28 %, 20 %, 19133 MiB
0, 2025/02/27 06:01:32.503, 21 %, 16 %, 18487 MiB
1, 2025/02/27 06:01:32.504, 28 %, 21 %, 19133 MiB
0, 2025/02/27 06:01:33.505, 20 %, 14 %, 18487 MiB
1, 2025/02/27 06:01:33.505, 26 %, 19 %, 19133 MiB
0, 2025/02/27 06:01:34.506, 20 %, 15 %, 18487 MiB
1, 2025/02/27 06:01:34.507, 26 %, 19 %, 19133 MiB
0, 2025/02/27 06:01:35.507, 20 %, 15 %, 18487 MiB
1, 2025/02/27 06:01:35.508, 27 %, 20 %, 19133 MiB
0, 2025/02/27 06:01:36.509, 20 %, 15 %, 18487 MiB
1, 2025/02/27 06:01:36.509, 29 %, 21 %, 19133 MiB
0, 2025/02/27 06:01:37.510, 22 %, 16 %, 18487 MiB
1, 2025/02/27 06:01:37.511, 29 %, 22 %, 19133 MiB
0, 2025/02/27 06:01:38.511, 23 %, 17 %, 18487 MiB
1, 2025/02/27 06:01:38.513, 29 %, 22 %, 19133 MiB
0, 2025/02/27 06:01:39.513, 23 %, 17 %, 18487 MiB
1, 2025/02/27 06:01:39.514, 29 %, 22 %, 19133 MiB
0, 2025/02/27 06:01:40.515, 23 %, 17 %, 18487 MiB
1, 2025/02/27 06:01:40.585, 30 %, 23 %, 19133 MiB
0, 2025/02/27 06:01:41.586, 24 %, 18 %, 18487 MiB
1, 2025/02/27 06:01:41.587, 30 %, 23 %, 19133 MiB
0, 2025/02/27 06:01:42.587, 23 %, 17 %, 18487 MiB
1, 2025/02/27 06:01:42.588, 30 %, 23 %, 19133 MiB
0, 2025/02/27 06:01:43.589, 22 %, 16 %, 18487 MiB
1, 2025/02/27 06:01:43.589, 30 %, 23 %, 19133 MiB
0, 2025/02/27 06:01:44.590, 22 %, 17 %, 18487 MiB
1, 2025/02/27 06:01:44.591, 30 %, 23 %, 19133 MiB
0, 2025/02/27 06:01:45.592, 24 %, 18 %, 18487 MiB
1, 2025/02/27 06:01:45.593, 31 %, 24 %, 19133 MiB
0, 2025/02/27 06:01:46.594, 25 %, 19 %, 18487 MiB
1, 2025/02/27 06:01:46.594, 31 %, 24 %, 19133 MiB
0, 2025/02/27 06:01:47.595, 24 %, 18 %, 18487 MiB
1, 2025/02/27 06:01:47.596, 31 %, 24 %, 19133 MiB
0, 2025/02/27 06:01:48.596, 22 %, 17 %, 18487 MiB
1, 2025/02/27 06:01:48.597, 29 %, 22 %, 19133 MiB
0, 2025/02/27 06:01:49.597, 23 %, 18 %, 18487 MiB
1, 2025/02/27 06:01:49.598, 30 %, 23 %, 19133 MiB
0, 2025/02/27 06:01:50.599, 23 %, 18 %, 18487 MiB
1, 2025/02/27 06:01:50.599, 31 %, 24 %, 19133 MiB
0, 2025/02/27 06:01:51.600, 26 %, 20 %, 18487 MiB
1, 2025/02/27 06:01:51.601, 33 %, 25 %, 19133 MiB
0, 2025/02/27 06:01:52.601, 24 %, 19 %, 18487 MiB
1, 2025/02/27 06:01:52.685, 33 %, 26 %, 19133 MiB
0, 2025/02/27 06:01:53.686, 26 %, 20 %, 18487 MiB
1, 2025/02/27 06:01:53.687, 32 %, 25 %, 19133 MiB
0, 2025/02/27 06:01:54.687, 26 %, 21 %, 18487 MiB
1, 2025/02/27 06:01:54.688, 33 %, 26 %, 19133 MiB
0, 2025/02/27 06:01:55.690, 26 %, 20 %, 18487 MiB
1, 2025/02/27 06:01:55.691, 33 %, 26 %, 19133 MiB
0, 2025/02/27 06:01:56.692, 23 %, 18 %, 18487 MiB
1, 2025/02/27 06:01:56.693, 33 %, 26 %, 19133 MiB
0, 2025/02/27 06:01:57.694, 23 %, 18 %, 18487 MiB
1, 2025/02/27 06:01:57.694, 31 %, 25 %, 19133 MiB
0, 2025/02/27 06:01:58.695, 77 %, 52 %, 18487 MiB
1, 2025/02/27 06:01:58.697, 1 %, 0 %, 19133 MiB
0, 2025/02/27 06:01:59.698, 17 %, 12 %, 18487 MiB
1, 2025/02/27 06:01:59.699, 24 %, 17 %, 19133 MiB
0, 2025/02/27 06:02:00.699, 19 %, 13 %, 18487 MiB
1, 2025/02/27 06:02:00.700, 23 %, 17 %, 19133 MiB
0, 2025/02/27 06:02:01.701, 19 %, 13 %, 18487 MiB
1, 2025/02/27 06:02:01.702, 25 %, 18 %, 19133 MiB
0, 2025/02/27 06:02:02.702, 21 %, 15 %, 18487 MiB
1, 2025/02/27 06:02:02.703, 26 %, 18 %, 19133 MiB
0, 2025/02/27 06:02:03.703, 19 %, 14 %, 18487 MiB
1, 2025/02/27 06:02:03.704, 25 %, 18 %, 19133 MiB
0, 2025/02/27 06:02:04.705, 22 %, 15 %, 18487 MiB
1, 2025/02/27 06:02:04.782, 29 %, 21 %, 19133 MiB
0, 2025/02/27 06:02:05.782, 22 %, 16 %, 18487 MiB
1, 2025/02/27 06:02:05.783, 29 %, 21 %, 19133 MiB
0, 2025/02/27 06:02:06.783, 23 %, 17 %, 18487 MiB
1, 2025/02/27 06:02:06.784, 30 %, 22 %, 19133 MiB
0, 2025/02/27 06:02:07.785, 23 %, 17 %, 18487 MiB
1, 2025/02/27 06:02:07.787, 30 %, 22 %, 19133 MiB
0, 2025/02/27 06:02:08.789, 23 %, 17 %, 18487 MiB
1, 2025/02/27 06:02:08.790, 30 %, 23 %, 19133 MiB
0, 2025/02/27 06:02:09.790, 24 %, 18 %, 18487 MiB
1, 2025/02/27 06:02:09.791, 31 %, 23 %, 19133 MiB
0, 2025/02/27 06:02:10.792, 23 %, 17 %, 18487 MiB
1, 2025/02/27 06:02:10.792, 30 %, 23 %, 19133 MiB
0, 2025/02/27 06:02:11.793, 24 %, 18 %, 18487 MiB
1, 2025/02/27 06:02:11.794, 31 %, 23 %, 19133 MiB
0, 2025/02/27 06:02:12.794, 22 %, 17 %, 18487 MiB
1, 2025/02/27 06:02:12.795, 29 %, 22 %, 19133 MiB
0, 2025/02/27 06:02:13.796, 22 %, 17 %, 18487 MiB
1, 2025/02/27 06:02:13.796, 29 %, 23 %, 19133 MiB
0, 2025/02/27 06:02:14.797, 23 %, 17 %, 18487 MiB
1, 2025/02/27 06:02:14.798, 31 %, 24 %, 19133 MiB
0, 2025/02/27 06:02:15.799, 23 %, 18 %, 18487 MiB
1, 2025/02/27 06:02:15.799, 31 %, 24 %, 19133 MiB
0, 2025/02/27 06:02:16.800, 26 %, 21 %, 18487 MiB
1, 2025/02/27 06:02:16.878, 34 %, 26 %, 19133 MiB
0, 2025/02/27 06:02:17.879, 26 %, 21 %, 18487 MiB
1, 2025/02/27 06:02:17.880, 34 %, 27 %, 19133 MiB
0, 2025/02/27 06:02:18.880, 24 %, 19 %, 18487 MiB
1, 2025/02/27 06:02:18.881, 35 %, 28 %, 19133 MiB
0, 2025/02/27 06:02:19.882, 24 %, 19 %, 18487 MiB
1, 2025/02/27 06:02:19.883, 32 %, 26 %, 19133 MiB
0, 2025/02/27 06:02:20.884, 26 %, 21 %, 18487 MiB
1, 2025/02/27 06:02:20.885, 32 %, 26 %, 19133 MiB
0, 2025/02/27 06:02:21.886, 28 %, 23 %, 18487 MiB
1, 2025/02/27 06:02:21.886, 36 %, 29 %, 19133 MiB
0, 2025/02/27 06:02:22.887, 25 %, 20 %, 18487 MiB
1, 2025/02/27 06:02:22.888, 36 %, 29 %, 19133 MiB
0, 2025/02/27 06:02:23.888, 25 %, 20 %, 18487 MiB
1, 2025/02/27 06:02:23.889, 35 %, 28 %, 19133 MiB
0, 2025/02/27 06:02:24.890, 26 %, 21 %, 18487 MiB
1, 2025/02/27 06:02:24.890, 33 %, 27 %, 19133 MiB
0, 2025/02/27 06:02:25.891, 26 %, 21 %, 18487 MiB
1, 2025/02/27 06:02:25.892, 34 %, 28 %, 19133 MiB
0, 2025/02/27 06:02:26.893, 27 %, 22 %, 18487 MiB
1, 2025/02/27 06:02:26.893, 34 %, 28 %, 19133 MiB
0, 2025/02/27 06:02:27.894, 27 %, 22 %, 18487 MiB
1, 2025/02/27 06:02:27.895, 34 %, 28 %, 19133 MiB
0, 2025/02/27 06:02:28.896, 28 %, 23 %, 18487 MiB
1, 2025/02/27 06:02:28.972, 38 %, 31 %, 19133 MiB
0, 2025/02/27 06:02:29.973, 29 %, 24 %, 18487 MiB
1, 2025/02/27 06:02:29.974, 39 %, 32 %, 19133 MiB
0, 2025/02/27 06:02:30.975, 31 %, 26 %, 18487 MiB
1, 2025/02/27 06:02:30.975, 39 %, 33 %, 19133 MiB
0, 2025/02/27 06:02:31.976, 29 %, 24 %, 18487 MiB
1, 2025/02/27 06:02:31.977, 40 %, 33 %, 19133 MiB
0, 2025/02/27 06:02:32.978, 32 %, 26 %, 18487 MiB
1, 2025/02/27 06:02:32.979, 40 %, 33 %, 19133 MiB
0, 2025/02/27 06:02:33.980, 32 %, 26 %, 18487 MiB
1, 2025/02/27 06:02:33.981, 40 %, 34 %, 19133 MiB
0, 2025/02/27 06:02:34.981, 30 %, 25 %, 18487 MiB
1, 2025/02/27 06:02:34.982, 39 %, 33 %, 19133 MiB
0, 2025/02/27 06:02:35.983, 29 %, 24 %, 18487 MiB
1, 2025/02/27 06:02:35.983, 37 %, 31 %, 19133 MiB
0, 2025/02/27 06:02:36.984, 29 %, 24 %, 18487 MiB
1, 2025/02/27 06:02:36.985, 37 %, 32 %, 19133 MiB
0, 2025/02/27 06:02:37.985, 25 %, 21 %, 18487 MiB
1, 2025/02/27 06:02:37.986, 33 %, 29 %, 19133 MiB
0, 2025/02/27 06:02:38.987, 30 %, 25 %, 18487 MiB
1, 2025/02/27 06:02:38.987, 37 %, 33 %, 19133 MiB
0, 2025/02/27 06:02:39.988, 30 %, 25 %, 18487 MiB
1, 2025/02/27 06:02:39.989, 38 %, 33 %, 19133 MiB
0, 2025/02/27 06:02:40.989, 30 %, 25 %, 18487 MiB
1, 2025/02/27 06:02:41.071, 41 %, 36 %, 19133 MiB
0, 2025/02/27 06:02:42.072, 31 %, 26 %, 18487 MiB
1, 2025/02/27 06:02:42.073, 41 %, 36 %, 19133 MiB
0, 2025/02/27 06:02:43.074, 31 %, 26 %, 18487 MiB
1, 2025/02/27 06:02:43.075, 40 %, 35 %, 19133 MiB
0, 2025/02/27 06:02:44.076, 31 %, 27 %, 18487 MiB
1, 2025/02/27 06:02:44.077, 43 %, 38 %, 19133 MiB
0, 2025/02/27 06:02:45.078, 31 %, 27 %, 18487 MiB
1, 2025/02/27 06:02:45.079, 42 %, 38 %, 19133 MiB
0, 2025/02/27 06:02:46.079, 32 %, 27 %, 18487 MiB
1, 2025/02/27 06:02:46.080, 42 %, 38 %, 19133 MiB
0, 2025/02/27 06:02:47.081, 35 %, 30 %, 18487 MiB
1, 2025/02/27 06:02:47.081, 44 %, 39 %, 19133 MiB
0, 2025/02/27 06:02:48.082, 2 %, 0 %, 18487 MiB
1, 2025/02/27 06:02:48.083, 74 %, 49 %, 19133 MiB
0, 2025/02/27 06:02:49.083, 16 %, 11 %, 18487 MiB
1, 2025/02/27 06:02:49.084, 21 %, 14 %, 19133 MiB
0, 2025/02/27 06:02:50.085, 18 %, 12 %, 18487 MiB
1, 2025/02/27 06:02:50.085, 22 %, 16 %, 19133 MiB
0, 2025/02/27 06:02:51.086, 17 %, 11 %, 18487 MiB
1, 2025/02/27 06:02:51.087, 23 %, 15 %, 19133 MiB
0, 2025/02/27 06:02:52.087, 17 %, 12 %, 18487 MiB
1, 2025/02/27 06:02:52.088, 23 %, 16 %, 19133 MiB
0, 2025/02/27 06:02:53.089, 18 %, 12 %, 18487 MiB
1, 2025/02/27 06:02:53.176, 23 %, 16 %, 19133 MiB
0, 2025/02/27 06:02:54.177, 19 %, 13 %, 18487 MiB
1, 2025/02/27 06:02:54.178, 25 %, 17 %, 19133 MiB
0, 2025/02/27 06:02:55.179, 21 %, 14 %, 18487 MiB
1, 2025/02/27 06:02:55.179, 26 %, 18 %, 19133 MiB
0, 2025/02/27 06:02:56.180, 19 %, 13 %, 18487 MiB
1, 2025/02/27 06:02:56.180, 25 %, 17 %, 19133 MiB
0, 2025/02/27 06:02:57.181, 19 %, 13 %, 18487 MiB
1, 2025/02/27 06:02:57.182, 25 %, 18 %, 19133 MiB
0, 2025/02/27 06:02:58.182, 19 %, 14 %, 18487 MiB
1, 2025/02/27 06:02:58.183, 26 %, 19 %, 19133 MiB
0, 2025/02/27 06:02:59.184, 21 %, 15 %, 18487 MiB
1, 2025/02/27 06:02:59.184, 27 %, 20 %, 19133 MiB
0, 2025/02/27 06:03:00.185, 21 %, 15 %, 18487 MiB
1, 2025/02/27 06:03:00.186, 28 %, 20 %, 19133 MiB
0, 2025/02/27 06:03:01.186, 20 %, 15 %, 18487 MiB
1, 2025/02/27 06:03:01.188, 27 %, 20 %, 19133 MiB
0, 2025/02/27 06:03:02.188, 23 %, 17 %, 18487 MiB
1, 2025/02/27 06:03:02.195, 29 %, 22 %, 19133 MiB
0, 2025/02/27 06:03:03.195, 24 %, 18 %, 18487 MiB
1, 2025/02/27 06:03:03.196, 29 %, 22 %, 19133 MiB
0, 2025/02/27 06:03:04.197, 24 %, 18 %, 18487 MiB
1, 2025/02/27 06:03:04.197, 31 %, 23 %, 19133 MiB
0, 2025/02/27 06:03:05.198, 22 %, 17 %, 18487 MiB
1, 2025/02/27 06:03:05.283, 31 %, 23 %, 19133 MiB
0, 2025/02/27 06:03:06.284, 22 %, 16 %, 18487 MiB
1, 2025/02/27 06:03:06.284, 30 %, 23 %, 19133 MiB
0, 2025/02/27 06:03:07.285, 25 %, 19 %, 18487 MiB
1, 2025/02/27 06:03:07.286, 32 %, 24 %, 19133 MiB
0, 2025/02/27 06:03:08.287, 24 %, 18 %, 18487 MiB
1, 2025/02/27 06:03:08.288, 30 %, 23 %, 19133 MiB
0, 2025/02/27 06:03:09.290, 23 %, 17 %, 18487 MiB
1, 2025/02/27 06:03:09.290, 30 %, 23 %, 19133 MiB
0, 2025/02/27 06:03:10.291, 26 %, 20 %, 18487 MiB
1, 2025/02/27 06:03:10.292, 32 %, 25 %, 19133 MiB
0, 2025/02/27 06:03:11.292, 26 %, 21 %, 18487 MiB
1, 2025/02/27 06:03:11.293, 34 %, 26 %, 19133 MiB
0, 2025/02/27 06:03:12.294, 25 %, 20 %, 18487 MiB
1, 2025/02/27 06:03:12.294, 34 %, 27 %, 19133 MiB
0, 2025/02/27 06:03:13.295, 27 %, 21 %, 18487 MiB
1, 2025/02/27 06:03:13.296, 33 %, 26 %, 19133 MiB
0, 2025/02/27 06:03:14.296, 27 %, 21 %, 18487 MiB
1, 2025/02/27 06:03:14.297, 34 %, 27 %, 19133 MiB
0, 2025/02/27 06:03:15.298, 26 %, 21 %, 18487 MiB
1, 2025/02/27 06:03:15.298, 35 %, 28 %, 19133 MiB
0, 2025/02/27 06:03:16.299, 25 %, 20 %, 18487 MiB
1, 2025/02/27 06:03:16.300, 34 %, 28 %, 19133 MiB
0, 2025/02/27 06:03:17.300, 25 %, 20 %, 18487 MiB
1, 2025/02/27 06:03:17.358, 34 %, 28 %, 19133 MiB
0, 2025/02/27 06:03:18.359, 26 %, 21 %, 18487 MiB
1, 2025/02/27 06:03:18.360, 34 %, 28 %, 19133 MiB
0, 2025/02/27 06:03:19.360, 27 %, 21 %, 18487 MiB
1, 2025/02/27 06:03:19.361, 35 %, 29 %, 19133 MiB
0, 2025/02/27 06:03:20.363, 26 %, 21 %, 18487 MiB
1, 2025/02/27 06:03:20.364, 34 %, 27 %, 19133 MiB
0, 2025/02/27 06:03:21.365, 28 %, 23 %, 18487 MiB
1, 2025/02/27 06:03:21.365, 36 %, 30 %, 19133 MiB
0, 2025/02/27 06:03:22.366, 26 %, 21 %, 18487 MiB
1, 2025/02/27 06:03:22.367, 34 %, 28 %, 19133 MiB
0, 2025/02/27 06:03:23.367, 27 %, 22 %, 18487 MiB
1, 2025/02/27 06:03:23.368, 36 %, 29 %, 19133 MiB
0, 2025/02/27 06:03:24.369, 27 %, 22 %, 18487 MiB
1, 2025/02/27 06:03:24.369, 35 %, 29 %, 19133 MiB
0, 2025/02/27 06:03:25.370, 27 %, 22 %, 18487 MiB
1, 2025/02/27 06:03:25.371, 37 %, 30 %, 19133 MiB
0, 2025/02/27 06:03:26.371, 27 %, 22 %, 18487 MiB
1, 2025/02/27 06:03:26.373, 37 %, 30 %, 19133 MiB
0, 2025/02/27 06:03:27.373, 28 %, 23 %, 18487 MiB
1, 2025/02/27 06:03:27.374, 36 %, 30 %, 19133 MiB
0, 2025/02/27 06:03:28.375, 29 %, 24 %, 18487 MiB
1, 2025/02/27 06:03:28.375, 38 %, 31 %, 19133 MiB
0, 2025/02/27 06:03:29.376, 28 %, 23 %, 18487 MiB
1, 2025/02/27 06:03:29.454, 37 %, 31 %, 19133 MiB
0, 2025/02/27 06:03:30.454, 30 %, 25 %, 18487 MiB
1, 2025/02/27 06:03:30.455, 41 %, 34 %, 19133 MiB
0, 2025/02/27 06:03:31.456, 31 %, 26 %, 18487 MiB
1, 2025/02/27 06:03:31.457, 39 %, 33 %, 19133 MiB
0, 2025/02/27 06:03:32.458, 30 %, 25 %, 18487 MiB
1, 2025/02/27 06:03:32.459, 38 %, 32 %, 19133 MiB
0, 2025/02/27 06:03:33.460, 29 %, 25 %, 18487 MiB
1, 2025/02/27 06:03:33.460, 39 %, 33 %, 19133 MiB
0, 2025/02/27 06:03:34.461, 33 %, 28 %, 18487 MiB
1, 2025/02/27 06:03:34.462, 41 %, 35 %, 19133 MiB
0, 2025/02/27 06:03:35.462, 32 %, 27 %, 18487 MiB
1, 2025/02/27 06:03:35.463, 40 %, 35 %, 19133 MiB
0, 2025/02/27 06:03:36.464, 30 %, 25 %, 18487 MiB
1, 2025/02/27 06:03:36.464, 38 %, 33 %, 19133 MiB
0, 2025/02/27 06:03:37.465, 63 %, 43 %, 18487 MiB
1, 2025/02/27 06:03:37.466, 38 %, 33 %, 19135 MiB
0, 2025/02/27 06:03:38.466, 15 %, 10 %, 18487 MiB
1, 2025/02/27 06:03:38.467, 20 %, 13 %, 19135 MiB
0, 2025/02/27 06:03:39.468, 15 %, 10 %, 18487 MiB
1, 2025/02/27 06:03:39.468, 20 %, 13 %, 19135 MiB
0, 2025/02/27 06:03:40.469, 16 %, 10 %, 18487 MiB
1, 2025/02/27 06:03:40.470, 22 %, 14 %, 19135 MiB
0, 2025/02/27 06:03:41.470, 17 %, 11 %, 18487 MiB
1, 2025/02/27 06:03:41.537, 23 %, 15 %, 19135 MiB
0, 2025/02/27 06:03:42.538, 17 %, 11 %, 18487 MiB
1, 2025/02/27 06:03:42.539, 22 %, 15 %, 19135 MiB
0, 2025/02/27 06:03:43.540, 17 %, 11 %, 18487 MiB
1, 2025/02/27 06:03:43.541, 23 %, 15 %, 19135 MiB
0, 2025/02/27 06:03:44.541, 17 %, 12 %, 18487 MiB
1, 2025/02/27 06:03:44.542, 24 %, 16 %, 19135 MiB
0, 2025/02/27 06:03:45.543, 18 %, 12 %, 18487 MiB
1, 2025/02/27 06:03:45.543, 24 %, 17 %, 19135 MiB
0, 2025/02/27 06:03:46.544, 18 %, 12 %, 18487 MiB
1, 2025/02/27 06:03:46.545, 25 %, 17 %, 19135 MiB
0, 2025/02/27 06:03:47.545, 19 %, 13 %, 18487 MiB
1, 2025/02/27 06:03:47.546, 26 %, 18 %, 19135 MiB
0, 2025/02/27 06:03:48.547, 20 %, 14 %, 18487 MiB
1, 2025/02/27 06:03:48.547, 27 %, 19 %, 19135 MiB
0, 2025/02/27 06:03:49.548, 21 %, 15 %, 18487 MiB
1, 2025/02/27 06:03:49.549, 27 %, 20 %, 19135 MiB
0, 2025/02/27 06:03:50.549, 20 %, 14 %, 18487 MiB
1, 2025/02/27 06:03:50.550, 27 %, 20 %, 19135 MiB
0, 2025/02/27 06:03:51.551, 20 %, 14 %, 18487 MiB
1, 2025/02/27 06:03:51.552, 27 %, 19 %, 19135 MiB
0, 2025/02/27 06:03:52.553, 20 %, 14 %, 18487 MiB
1, 2025/02/27 06:03:52.554, 26 %, 19 %, 19135 MiB
0, 2025/02/27 06:03:53.555, 20 %, 15 %, 18487 MiB
1, 2025/02/27 06:03:53.646, 27 %, 20 %, 19135 MiB
0, 2025/02/27 06:03:54.646, 21 %, 15 %, 18487 MiB
1, 2025/02/27 06:03:54.647, 27 %, 20 %, 19135 MiB
0, 2025/02/27 06:03:55.648, 21 %, 15 %, 18487 MiB
1, 2025/02/27 06:03:55.649, 27 %, 20 %, 19135 MiB
0, 2025/02/27 06:03:56.650, 22 %, 17 %, 18487 MiB
1, 2025/02/27 06:03:56.651, 29 %, 22 %, 19135 MiB
0, 2025/02/27 06:03:57.652, 22 %, 16 %, 18487 MiB
1, 2025/02/27 06:03:57.652, 28 %, 21 %, 19135 MiB
0, 2025/02/27 06:03:58.653, 23 %, 17 %, 18487 MiB
1, 2025/02/27 06:03:58.654, 29 %, 22 %, 19135 MiB
0, 2025/02/27 06:03:59.654, 20 %, 15 %, 18487 MiB
1, 2025/02/27 06:03:59.655, 30 %, 23 %, 19135 MiB
0, 2025/02/27 06:04:00.656, 22 %, 17 %, 18487 MiB
1, 2025/02/27 06:04:00.656, 30 %, 23 %, 19135 MiB
0, 2025/02/27 06:04:01.657, 24 %, 18 %, 18487 MiB
1, 2025/02/27 06:04:01.658, 30 %, 23 %, 19135 MiB
0, 2025/02/27 06:04:02.658, 23 %, 18 %, 18487 MiB
1, 2025/02/27 06:04:02.659, 30 %, 24 %, 19135 MiB
0, 2025/02/27 06:04:03.659, 25 %, 19 %, 18487 MiB
1, 2025/02/27 06:04:03.660, 32 %, 25 %, 19135 MiB
0, 2025/02/27 06:04:04.661, 23 %, 18 %, 18487 MiB
1, 2025/02/27 06:04:04.661, 31 %, 24 %, 19135 MiB
0, 2025/02/27 06:04:05.662, 25 %, 20 %, 18487 MiB
1, 2025/02/27 06:04:05.733, 32 %, 26 %, 19135 MiB
0, 2025/02/27 06:04:06.733, 24 %, 19 %, 18487 MiB
1, 2025/02/27 06:04:06.734, 31 %, 25 %, 19135 MiB
0, 2025/02/27 06:04:07.735, 25 %, 20 %, 18487 MiB
1, 2025/02/27 06:04:07.735, 33 %, 26 %, 19135 MiB
0, 2025/02/27 06:04:08.736, 25 %, 19 %, 18487 MiB
1, 2025/02/27 06:04:08.737, 34 %, 27 %, 19135 MiB
0, 2025/02/27 06:04:09.737, 26 %, 21 %, 18487 MiB
1, 2025/02/27 06:04:09.738, 35 %, 28 %, 19135 MiB
0, 2025/02/27 06:04:10.739, 25 %, 20 %, 18487 MiB
1, 2025/02/27 06:04:10.739, 34 %, 27 %, 19135 MiB
0, 2025/02/27 06:04:11.740, 25 %, 20 %, 18487 MiB
1, 2025/02/27 06:04:11.740, 33 %, 27 %, 19135 MiB
0, 2025/02/27 06:04:12.741, 25 %, 20 %, 18487 MiB
1, 2025/02/27 06:04:12.742, 34 %, 28 %, 19135 MiB
0, 2025/02/27 06:04:13.743, 26 %, 21 %, 18487 MiB
1, 2025/02/27 06:04:13.744, 35 %, 29 %, 19135 MiB
0, 2025/02/27 06:04:14.745, 28 %, 22 %, 18487 MiB
1, 2025/02/27 06:04:14.746, 37 %, 30 %, 19135 MiB
0, 2025/02/27 06:04:15.746, 26 %, 21 %, 18487 MiB
1, 2025/02/27 06:04:15.747, 35 %, 29 %, 19135 MiB
0, 2025/02/27 06:04:16.748, 27 %, 22 %, 18487 MiB
1, 2025/02/27 06:04:16.748, 35 %, 29 %, 19135 MiB
0, 2025/02/27 06:04:17.749, 27 %, 22 %, 18487 MiB
1, 2025/02/27 06:04:17.828, 35 %, 29 %, 19135 MiB
0, 2025/02/27 06:04:18.829, 27 %, 22 %, 18487 MiB
1, 2025/02/27 06:04:18.829, 36 %, 29 %, 19135 MiB
0, 2025/02/27 06:04:19.830, 28 %, 23 %, 18487 MiB
1, 2025/02/27 06:04:19.831, 38 %, 32 %, 19135 MiB
0, 2025/02/27 06:04:20.831, 31 %, 26 %, 18487 MiB
1, 2025/02/27 06:04:20.832, 39 %, 33 %, 19135 MiB
0, 2025/02/27 06:04:21.833, 30 %, 25 %, 18487 MiB
1, 2025/02/27 06:04:21.833, 37 %, 31 %, 19135 MiB
0, 2025/02/27 06:04:22.834, 28 %, 24 %, 18487 MiB
1, 2025/02/27 06:04:22.835, 40 %, 34 %, 19135 MiB
0, 2025/02/27 06:04:23.835, 31 %, 26 %, 18487 MiB
1, 2025/02/27 06:04:23.836, 38 %, 32 %, 19135 MiB
0, 2025/02/27 06:04:24.836, 30 %, 25 %, 18487 MiB
1, 2025/02/27 06:04:24.837, 37 %, 32 %, 19135 MiB
0, 2025/02/27 06:04:25.838, 29 %, 24 %, 18487 MiB
1, 2025/02/27 06:04:25.839, 38 %, 33 %, 19135 MiB
0, 2025/02/27 06:04:26.840, 28 %, 24 %, 18487 MiB
1, 2025/02/27 06:04:26.841, 40 %, 35 %, 19135 MiB
0, 2025/02/27 06:04:27.842, 10 %, 6 %, 18487 MiB
1, 2025/02/27 06:04:27.843, 92 %, 42 %, 19135 MiB
0, 2025/02/27 06:04:28.843, 18 %, 13 %, 18487 MiB
1, 2025/02/27 06:04:28.844, 23 %, 16 %, 19135 MiB
0, 2025/02/27 06:04:29.845, 20 %, 14 %, 18487 MiB
1, 2025/02/27 06:04:29.929, 27 %, 19 %, 19135 MiB
0, 2025/02/27 06:04:30.930, 21 %, 15 %, 18487 MiB
1, 2025/02/27 06:04:30.931, 27 %, 19 %, 19135 MiB
0, 2025/02/27 06:04:31.932, 21 %, 15 %, 18487 MiB
1, 2025/02/27 06:04:31.932, 27 %, 19 %, 19135 MiB
0, 2025/02/27 06:04:32.933, 19 %, 14 %, 18487 MiB
1, 2025/02/27 06:04:32.934, 26 %, 19 %, 19135 MiB
0, 2025/02/27 06:04:33.934, 19 %, 14 %, 18487 MiB
1, 2025/02/27 06:04:33.935, 26 %, 19 %, 19135 MiB
0, 2025/02/27 06:04:34.936, 22 %, 16 %, 18487 MiB
1, 2025/02/27 06:04:34.937, 28 %, 20 %, 19135 MiB
0, 2025/02/27 06:04:35.938, 18 %, 13 %, 18487 MiB
1, 2025/02/27 06:04:35.939, 24 %, 17 %, 19135 MiB
0, 2025/02/27 06:04:36.939, 23 %, 17 %, 18487 MiB
1, 2025/02/27 06:04:36.940, 29 %, 22 %, 19135 MiB
0, 2025/02/27 06:04:37.941, 23 %, 17 %, 18487 MiB
1, 2025/02/27 06:04:37.942, 30 %, 22 %, 19135 MiB
0, 2025/02/27 06:04:38.942, 22 %, 17 %, 18487 MiB
1, 2025/02/27 06:04:38.943, 30 %, 22 %, 19135 MiB
0, 2025/02/27 06:04:39.944, 22 %, 17 %, 18487 MiB
1, 2025/02/27 06:04:39.944, 29 %, 22 %, 19135 MiB
0, 2025/02/27 06:04:40.945, 23 %, 17 %, 18487 MiB
1, 2025/02/27 06:04:40.946, 30 %, 23 %, 19135 MiB
0, 2025/02/27 06:04:41.946, 22 %, 17 %, 18487 MiB
1, 2025/02/27 06:04:42.020, 31 %, 23 %, 19135 MiB
0, 2025/02/27 06:04:43.021, 22 %, 17 %, 18487 MiB
1, 2025/02/27 06:04:43.022, 31 %, 24 %, 19135 MiB
0, 2025/02/27 06:04:44.022, 23 %, 17 %, 18487 MiB
