index, timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
1, 2025/02/27 05:18:09.281, 90 %, 7 %, 6289 MiB
0, 2025/02/27 05:18:10.282, 24 %, 19 %, 15047 MiB
1, 2025/02/27 05:18:10.282, 33 %, 27 %, 6289 MiB
0, 2025/02/27 05:18:11.283, 11 %, 5 %, 17077 MiB
1, 2025/02/27 05:18:11.284, 45 %, 6 %, 8881 MiB
0, 2025/02/27 05:18:12.284, 11 %, 5 %, 17077 MiB
1, 2025/02/27 05:18:12.285, 15 %, 7 %, 8881 MiB
0, 2025/02/27 05:18:13.286, 12 %, 5 %, 17077 MiB
1, 2025/02/27 05:18:13.287, 17 %, 8 %, 8881 MiB
0, 2025/02/27 05:18:14.287, 13 %, 6 %, 17077 MiB
1, 2025/02/27 05:18:14.289, 17 %, 8 %, 8881 MiB
0, 2025/02/27 05:18:15.290, 12 %, 5 %, 17077 MiB
1, 2025/02/27 05:18:15.291, 17 %, 8 %, 8881 MiB
0, 2025/02/27 05:18:16.292, 12 %, 6 %, 17077 MiB
1, 2025/02/27 05:18:16.292, 17 %, 8 %, 8881 MiB
0, 2025/02/27 05:18:17.293, 13 %, 6 %, 17077 MiB
1, 2025/02/27 05:18:17.294, 17 %, 8 %, 8881 MiB
0, 2025/02/27 05:18:18.294, 13 %, 6 %, 17077 MiB
1, 2025/02/27 05:18:18.295, 18 %, 9 %, 8881 MiB
0, 2025/02/27 05:18:19.296, 13 %, 6 %, 17077 MiB
1, 2025/02/27 05:18:19.296, 19 %, 9 %, 8881 MiB
0, 2025/02/27 05:18:20.297, 14 %, 7 %, 17077 MiB
1, 2025/02/27 05:18:20.298, 18 %, 9 %, 8881 MiB
0, 2025/02/27 05:18:21.298, 13 %, 7 %, 17077 MiB
1, 2025/02/27 05:18:21.299, 18 %, 9 %, 8881 MiB
0, 2025/02/27 05:18:22.300, 14 %, 7 %, 17077 MiB
1, 2025/02/27 05:18:22.300, 18 %, 10 %, 8881 MiB
0, 2025/02/27 05:18:23.301, 14 %, 7 %, 17077 MiB
1, 2025/02/27 05:18:23.302, 18 %, 10 %, 8881 MiB
0, 2025/02/27 05:18:24.302, 14 %, 8 %, 17077 MiB
1, 2025/02/27 05:18:24.303, 19 %, 10 %, 8881 MiB
0, 2025/02/27 05:18:25.304, 14 %, 8 %, 17077 MiB
1, 2025/02/27 05:18:25.362, 21 %, 12 %, 8881 MiB
0, 2025/02/27 05:18:26.362, 15 %, 9 %, 17077 MiB
1, 2025/02/27 05:18:26.363, 20 %, 12 %, 8881 MiB
0, 2025/02/27 05:18:27.364, 16 %, 9 %, 17077 MiB
1, 2025/02/27 05:18:27.365, 20 %, 12 %, 8881 MiB
0, 2025/02/27 05:18:28.366, 17 %, 10 %, 17077 MiB
1, 2025/02/27 05:18:28.367, 20 %, 12 %, 8881 MiB
0, 2025/02/27 05:18:29.368, 17 %, 10 %, 17077 MiB
1, 2025/02/27 05:18:29.368, 21 %, 13 %, 8881 MiB
0, 2025/02/27 05:18:30.369, 18 %, 11 %, 17077 MiB
1, 2025/02/27 05:18:30.370, 21 %, 13 %, 8881 MiB
0, 2025/02/27 05:18:31.370, 17 %, 11 %, 17077 MiB
1, 2025/02/27 05:18:31.371, 22 %, 14 %, 8881 MiB
0, 2025/02/27 05:18:32.372, 16 %, 10 %, 17077 MiB
1, 2025/02/27 05:18:32.372, 23 %, 15 %, 8881 MiB
0, 2025/02/27 05:18:33.373, 17 %, 11 %, 17077 MiB
1, 2025/02/27 05:18:33.373, 22 %, 15 %, 8881 MiB
0, 2025/02/27 05:18:34.374, 18 %, 11 %, 17077 MiB
1, 2025/02/27 05:18:34.375, 22 %, 15 %, 8881 MiB
0, 2025/02/27 05:18:35.375, 18 %, 12 %, 17077 MiB
1, 2025/02/27 05:18:35.376, 24 %, 16 %, 8881 MiB
0, 2025/02/27 05:18:36.377, 17 %, 11 %, 17077 MiB
1, 2025/02/27 05:18:36.377, 24 %, 16 %, 8881 MiB
0, 2025/02/27 05:18:37.378, 18 %, 12 %, 17077 MiB
1, 2025/02/27 05:18:37.454, 24 %, 16 %, 8881 MiB
0, 2025/02/27 05:18:38.455, 20 %, 14 %, 17077 MiB
1, 2025/02/27 05:18:38.455, 25 %, 17 %, 8881 MiB
0, 2025/02/27 05:18:39.456, 20 %, 14 %, 17077 MiB
1, 2025/02/27 05:18:39.457, 26 %, 18 %, 8881 MiB
0, 2025/02/27 05:18:40.457, 19 %, 13 %, 17077 MiB
1, 2025/02/27 05:18:40.458, 27 %, 19 %, 8881 MiB
0, 2025/02/27 05:18:41.459, 19 %, 13 %, 17077 MiB
1, 2025/02/27 05:18:41.460, 25 %, 18 %, 8881 MiB
0, 2025/02/27 05:18:42.461, 21 %, 15 %, 17077 MiB
1, 2025/02/27 05:18:42.462, 26 %, 19 %, 8881 MiB
0, 2025/02/27 05:18:43.463, 21 %, 15 %, 17077 MiB
1, 2025/02/27 05:18:43.463, 28 %, 20 %, 8881 MiB
0, 2025/02/27 05:18:44.464, 20 %, 14 %, 17077 MiB
1, 2025/02/27 05:18:44.465, 29 %, 21 %, 8881 MiB
0, 2025/02/27 05:18:45.465, 20 %, 15 %, 17077 MiB
1, 2025/02/27 05:18:45.466, 28 %, 20 %, 8881 MiB
0, 2025/02/27 05:18:46.467, 20 %, 15 %, 17077 MiB
1, 2025/02/27 05:18:46.468, 28 %, 20 %, 8881 MiB
0, 2025/02/27 05:18:47.468, 22 %, 16 %, 17077 MiB
1, 2025/02/27 05:18:47.469, 27 %, 20 %, 8881 MiB
0, 2025/02/27 05:18:48.470, 23 %, 18 %, 17077 MiB
1, 2025/02/27 05:18:48.470, 29 %, 22 %, 8881 MiB
0, 2025/02/27 05:18:49.471, 23 %, 17 %, 17077 MiB
1, 2025/02/27 05:18:49.551, 30 %, 22 %, 8881 MiB
0, 2025/02/27 05:18:50.552, 22 %, 17 %, 17077 MiB
1, 2025/02/27 05:18:50.553, 31 %, 23 %, 8881 MiB
0, 2025/02/27 05:18:51.553, 22 %, 17 %, 17077 MiB
1, 2025/02/27 05:18:51.554, 27 %, 21 %, 8881 MiB
0, 2025/02/27 05:18:52.555, 23 %, 18 %, 17077 MiB
1, 2025/02/27 05:18:52.556, 29 %, 22 %, 8881 MiB
0, 2025/02/27 05:18:53.557, 23 %, 18 %, 17077 MiB
1, 2025/02/27 05:18:53.558, 30 %, 23 %, 8881 MiB
0, 2025/02/27 05:18:54.559, 23 %, 18 %, 17077 MiB
1, 2025/02/27 05:18:54.560, 33 %, 26 %, 8881 MiB
0, 2025/02/27 05:18:55.560, 23 %, 18 %, 17077 MiB
1, 2025/02/27 05:18:55.561, 30 %, 24 %, 8881 MiB
0, 2025/02/27 05:18:56.562, 26 %, 20 %, 17077 MiB
1, 2025/02/27 05:18:56.562, 31 %, 24 %, 8881 MiB
0, 2025/02/27 05:18:57.563, 24 %, 18 %, 17077 MiB
1, 2025/02/27 05:18:57.564, 34 %, 26 %, 8881 MiB
0, 2025/02/27 05:18:58.564, 26 %, 20 %, 17077 MiB
1, 2025/02/27 05:18:58.565, 34 %, 27 %, 8881 MiB
0, 2025/02/27 05:18:59.566, 26 %, 20 %, 17077 MiB
1, 2025/02/27 05:18:59.566, 34 %, 27 %, 8881 MiB
0, 2025/02/27 05:19:00.567, 12 %, 3 %, 17077 MiB
1, 2025/02/27 05:19:00.590, 45 %, 4 %, 8881 MiB
0, 2025/02/27 05:19:01.591, 12 %, 5 %, 17077 MiB
1, 2025/02/27 05:19:01.592, 15 %, 7 %, 8881 MiB
0, 2025/02/27 05:19:02.593, 12 %, 5 %, 17077 MiB
1, 2025/02/27 05:19:02.594, 15 %, 7 %, 8881 MiB
0, 2025/02/27 05:19:03.595, 12 %, 5 %, 17077 MiB
1, 2025/02/27 05:19:03.597, 16 %, 7 %, 8881 MiB
0, 2025/02/27 05:19:04.597, 12 %, 5 %, 17077 MiB
1, 2025/02/27 05:19:04.598, 16 %, 8 %, 8881 MiB
0, 2025/02/27 05:19:05.599, 12 %, 6 %, 17077 MiB
1, 2025/02/27 05:19:05.599, 16 %, 8 %, 8881 MiB
0, 2025/02/27 05:19:06.600, 13 %, 6 %, 17077 MiB
1, 2025/02/27 05:19:06.601, 17 %, 8 %, 8881 MiB
0, 2025/02/27 05:19:07.601, 12 %, 6 %, 17077 MiB
1, 2025/02/27 05:19:07.602, 16 %, 8 %, 8881 MiB
0, 2025/02/27 05:19:08.603, 13 %, 6 %, 17077 MiB
1, 2025/02/27 05:19:08.603, 17 %, 9 %, 8881 MiB
0, 2025/02/27 05:19:09.604, 13 %, 6 %, 17077 MiB
1, 2025/02/27 05:19:09.605, 17 %, 9 %, 8881 MiB
0, 2025/02/27 05:19:10.605, 13 %, 6 %, 17077 MiB
1, 2025/02/27 05:19:10.606, 18 %, 9 %, 8881 MiB
0, 2025/02/27 05:19:11.607, 14 %, 7 %, 17077 MiB
1, 2025/02/27 05:19:11.607, 19 %, 10 %, 8881 MiB
0, 2025/02/27 05:19:12.608, 14 %, 7 %, 17077 MiB
1, 2025/02/27 05:19:12.647, 18 %, 10 %, 8881 MiB
0, 2025/02/27 05:19:13.648, 14 %, 7 %, 17077 MiB
1, 2025/02/27 05:19:13.649, 18 %, 10 %, 8881 MiB
0, 2025/02/27 05:19:14.650, 14 %, 8 %, 17077 MiB
1, 2025/02/27 05:19:14.651, 19 %, 10 %, 8881 MiB
0, 2025/02/27 05:19:15.652, 14 %, 8 %, 17077 MiB
1, 2025/02/27 05:19:15.653, 18 %, 11 %, 8881 MiB
0, 2025/02/27 05:19:16.653, 16 %, 9 %, 17077 MiB
1, 2025/02/27 05:19:16.654, 21 %, 12 %, 8881 MiB
0, 2025/02/27 05:19:17.655, 17 %, 10 %, 17077 MiB
1, 2025/02/27 05:19:17.655, 21 %, 13 %, 8881 MiB
0, 2025/02/27 05:19:18.656, 16 %, 10 %, 17077 MiB
1, 2025/02/27 05:19:18.656, 20 %, 12 %, 8881 MiB
0, 2025/02/27 05:19:19.657, 15 %, 9 %, 17077 MiB
1, 2025/02/27 05:19:19.658, 20 %, 13 %, 8881 MiB
0, 2025/02/27 05:19:20.659, 16 %, 10 %, 17077 MiB
1, 2025/02/27 05:19:20.659, 21 %, 13 %, 8881 MiB
0, 2025/02/27 05:19:21.660, 16 %, 10 %, 17077 MiB
1, 2025/02/27 05:19:21.661, 23 %, 15 %, 8881 MiB
0, 2025/02/27 05:19:22.662, 17 %, 11 %, 17077 MiB
1, 2025/02/27 05:19:22.662, 24 %, 15 %, 8881 MiB
0, 2025/02/27 05:19:23.663, 19 %, 12 %, 17077 MiB
1, 2025/02/27 05:19:23.664, 24 %, 16 %, 8881 MiB
0, 2025/02/27 05:19:24.665, 19 %, 13 %, 17077 MiB
1, 2025/02/27 05:19:24.743, 22 %, 15 %, 8881 MiB
0, 2025/02/27 05:19:25.744, 18 %, 12 %, 17077 MiB
1, 2025/02/27 05:19:25.745, 23 %, 16 %, 8881 MiB
0, 2025/02/27 05:19:26.746, 17 %, 12 %, 17077 MiB
1, 2025/02/27 05:19:26.901, 25 %, 17 %, 8881 MiB
0, 2025/02/27 05:19:27.902, 19 %, 13 %, 17077 MiB
1, 2025/02/27 05:19:27.902, 26 %, 18 %, 8881 MiB
0, 2025/02/27 05:19:28.903, 21 %, 14 %, 17077 MiB
1, 2025/02/27 05:19:28.904, 24 %, 17 %, 8881 MiB
0, 2025/02/27 05:19:29.911, 21 %, 15 %, 17077 MiB
1, 2025/02/27 05:19:29.912, 24 %, 17 %, 8881 MiB
0, 2025/02/27 05:19:30.912, 20 %, 14 %, 17077 MiB
1, 2025/02/27 05:19:30.913, 25 %, 18 %, 8881 MiB
0, 2025/02/27 05:19:31.913, 19 %, 13 %, 17077 MiB
1, 2025/02/27 05:19:31.914, 27 %, 19 %, 8881 MiB
0, 2025/02/27 05:19:32.915, 19 %, 14 %, 17077 MiB
1, 2025/02/27 05:19:32.915, 28 %, 20 %, 8881 MiB
0, 2025/02/27 05:19:33.916, 20 %, 14 %, 17077 MiB
1, 2025/02/27 05:19:33.917, 28 %, 21 %, 8881 MiB
0, 2025/02/27 05:19:34.917, 20 %, 15 %, 17077 MiB
1, 2025/02/27 05:19:34.918, 23 %, 17 %, 8881 MiB
0, 2025/02/27 05:19:35.919, 22 %, 16 %, 17077 MiB
1, 2025/02/27 05:19:35.919, 27 %, 20 %, 8881 MiB
0, 2025/02/27 05:19:36.920, 22 %, 16 %, 17077 MiB
1, 2025/02/27 05:19:36.920, 29 %, 21 %, 8881 MiB
0, 2025/02/27 05:19:37.921, 23 %, 17 %, 17077 MiB
1, 2025/02/27 05:19:37.953, 28 %, 21 %, 8881 MiB
0, 2025/02/27 05:19:38.954, 24 %, 18 %, 17077 MiB
1, 2025/02/27 05:19:38.954, 28 %, 21 %, 8881 MiB
0, 2025/02/27 05:19:39.955, 23 %, 17 %, 17077 MiB
1, 2025/02/27 05:19:39.956, 28 %, 21 %, 8881 MiB
0, 2025/02/27 05:19:40.956, 22 %, 17 %, 17077 MiB
1, 2025/02/27 05:19:40.957, 30 %, 23 %, 8881 MiB
0, 2025/02/27 05:19:41.958, 22 %, 17 %, 17077 MiB
1, 2025/02/27 05:19:41.958, 31 %, 24 %, 8881 MiB
0, 2025/02/27 05:19:42.959, 22 %, 17 %, 17077 MiB
1, 2025/02/27 05:19:42.960, 32 %, 25 %, 8881 MiB
0, 2025/02/27 05:19:43.961, 23 %, 17 %, 17077 MiB
1, 2025/02/27 05:19:43.964, 32 %, 25 %, 8881 MiB
0, 2025/02/27 05:19:44.965, 23 %, 18 %, 17077 MiB
1, 2025/02/27 05:19:44.967, 33 %, 26 %, 8881 MiB
0, 2025/02/27 05:19:45.968, 23 %, 18 %, 17077 MiB
1, 2025/02/27 05:19:45.969, 33 %, 26 %, 8881 MiB
0, 2025/02/27 05:19:46.969, 24 %, 18 %, 17077 MiB
1, 2025/02/27 05:19:46.970, 33 %, 26 %, 8881 MiB
0, 2025/02/27 05:19:47.971, 25 %, 19 %, 17077 MiB
1, 2025/02/27 05:19:47.971, 34 %, 27 %, 8881 MiB
0, 2025/02/27 05:19:48.972, 26 %, 20 %, 17077 MiB
1, 2025/02/27 05:19:48.972, 35 %, 28 %, 8881 MiB
0, 2025/02/27 05:19:49.973, 12 %, 5 %, 17077 MiB
1, 2025/02/27 05:19:50.057, 21 %, 6 %, 8881 MiB
0, 2025/02/27 05:19:51.059, 13 %, 5 %, 17077 MiB
1, 2025/02/27 05:19:51.061, 15 %, 7 %, 8881 MiB
0, 2025/02/27 05:19:52.062, 13 %, 5 %, 17077 MiB
1, 2025/02/27 05:19:52.063, 16 %, 7 %, 8881 MiB
0, 2025/02/27 05:19:53.064, 12 %, 5 %, 17077 MiB
1, 2025/02/27 05:19:53.064, 15 %, 7 %, 8881 MiB
0, 2025/02/27 05:19:54.065, 13 %, 6 %, 17077 MiB
1, 2025/02/27 05:19:54.066, 17 %, 8 %, 8881 MiB
0, 2025/02/27 05:19:55.066, 13 %, 6 %, 17077 MiB
1, 2025/02/27 05:19:55.067, 17 %, 8 %, 8881 MiB
0, 2025/02/27 05:19:56.067, 13 %, 6 %, 17077 MiB
1, 2025/02/27 05:19:56.068, 18 %, 9 %, 8881 MiB
0, 2025/02/27 05:19:57.069, 14 %, 6 %, 17077 MiB
1, 2025/02/27 05:19:57.069, 18 %, 9 %, 8881 MiB
0, 2025/02/27 05:19:58.070, 14 %, 7 %, 17077 MiB
1, 2025/02/27 05:19:58.071, 18 %, 9 %, 8881 MiB
0, 2025/02/27 05:19:59.071, 14 %, 7 %, 17077 MiB
1, 2025/02/27 05:19:59.072, 19 %, 10 %, 8881 MiB
0, 2025/02/27 05:20:00.073, 13 %, 6 %, 17077 MiB
1, 2025/02/27 05:20:00.073, 19 %, 10 %, 8881 MiB
0, 2025/02/27 05:20:01.075, 13 %, 7 %, 17077 MiB
1, 2025/02/27 05:20:01.076, 19 %, 10 %, 8881 MiB
0, 2025/02/27 05:20:02.077, 14 %, 7 %, 17077 MiB
1, 2025/02/27 05:20:02.140, 19 %, 10 %, 8881 MiB
0, 2025/02/27 05:20:03.141, 14 %, 7 %, 17077 MiB
1, 2025/02/27 05:20:03.142, 19 %, 10 %, 8881 MiB
0, 2025/02/27 05:20:04.142, 16 %, 9 %, 17077 MiB
1, 2025/02/27 05:20:04.143, 19 %, 11 %, 8881 MiB
0, 2025/02/27 05:20:05.144, 16 %, 9 %, 17077 MiB
1, 2025/02/27 05:20:05.144, 19 %, 11 %, 8881 MiB
0, 2025/02/27 05:20:06.145, 17 %, 10 %, 17077 MiB
1, 2025/02/27 05:20:06.146, 20 %, 12 %, 8881 MiB
0, 2025/02/27 05:20:07.146, 17 %, 10 %, 17077 MiB
1, 2025/02/27 05:20:07.147, 21 %, 13 %, 8881 MiB
0, 2025/02/27 05:20:08.148, 17 %, 10 %, 17077 MiB
1, 2025/02/27 05:20:08.148, 21 %, 13 %, 8881 MiB
0, 2025/02/27 05:20:09.149, 16 %, 9 %, 17077 MiB
1, 2025/02/27 05:20:09.149, 22 %, 14 %, 8881 MiB
0, 2025/02/27 05:20:10.150, 16 %, 10 %, 17077 MiB
1, 2025/02/27 05:20:10.151, 23 %, 14 %, 8881 MiB
0, 2025/02/27 05:20:11.152, 16 %, 10 %, 17077 MiB
1, 2025/02/27 05:20:11.156, 22 %, 14 %, 8881 MiB
0, 2025/02/27 05:20:12.157, 17 %, 11 %, 17077 MiB
1, 2025/02/27 05:20:12.158, 22 %, 14 %, 8881 MiB
0, 2025/02/27 05:20:13.159, 17 %, 11 %, 17077 MiB
1, 2025/02/27 05:20:13.160, 24 %, 15 %, 8881 MiB
0, 2025/02/27 05:20:14.160, 17 %, 11 %, 17077 MiB
1, 2025/02/27 05:20:14.226, 24 %, 16 %, 8881 MiB
0, 2025/02/27 05:20:15.227, 17 %, 11 %, 17077 MiB
1, 2025/02/27 05:20:15.227, 23 %, 15 %, 8881 MiB
0, 2025/02/27 05:20:16.228, 19 %, 13 %, 17077 MiB
1, 2025/02/27 05:20:16.229, 23 %, 16 %, 8881 MiB
0, 2025/02/27 05:20:17.230, 18 %, 12 %, 17077 MiB
1, 2025/02/27 05:20:17.231, 24 %, 17 %, 8881 MiB
0, 2025/02/27 05:20:18.232, 18 %, 12 %, 17077 MiB
1, 2025/02/27 05:20:18.233, 24 %, 17 %, 8881 MiB
0, 2025/02/27 05:20:19.234, 20 %, 14 %, 17077 MiB
1, 2025/02/27 05:20:19.234, 26 %, 18 %, 8881 MiB
0, 2025/02/27 05:20:20.235, 19 %, 13 %, 17077 MiB
1, 2025/02/27 05:20:20.236, 26 %, 19 %, 8881 MiB
0, 2025/02/27 05:20:21.236, 19 %, 13 %, 17077 MiB
1, 2025/02/27 05:20:21.237, 26 %, 18 %, 8881 MiB
0, 2025/02/27 05:20:22.238, 21 %, 15 %, 17077 MiB
1, 2025/02/27 05:20:22.238, 25 %, 18 %, 8881 MiB
0, 2025/02/27 05:20:23.239, 21 %, 15 %, 17077 MiB
1, 2025/02/27 05:20:23.240, 27 %, 20 %, 8881 MiB
0, 2025/02/27 05:20:24.240, 20 %, 14 %, 17077 MiB
1, 2025/02/27 05:20:24.241, 28 %, 20 %, 8881 MiB
0, 2025/02/27 05:20:25.242, 20 %, 15 %, 17077 MiB
