index, timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
0, 2025/02/26 09:24:55.205, 92 %, 85 %, 19617 MiB
1, 2025/02/26 09:24:55.206, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:24:56.207, 94 %, 87 %, 19617 MiB
1, 2025/02/26 09:24:56.207, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:24:57.208, 93 %, 86 %, 19617 MiB
1, 2025/02/26 09:24:57.208, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:24:58.209, 94 %, 88 %, 19617 MiB
1, 2025/02/26 09:24:58.210, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:24:59.210, 94 %, 88 %, 19617 MiB
1, 2025/02/26 09:24:59.211, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:00.211, 93 %, 88 %, 19617 MiB
1, 2025/02/26 09:25:00.212, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:01.213, 89 %, 84 %, 19617 MiB
1, 2025/02/26 09:25:01.214, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:02.214, 91 %, 85 %, 19617 MiB
1, 2025/02/26 09:25:02.215, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:03.216, 96 %, 90 %, 19617 MiB
1, 2025/02/26 09:25:03.216, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:04.217, 95 %, 89 %, 19617 MiB
1, 2025/02/26 09:25:04.218, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:05.218, 92 %, 86 %, 19617 MiB
1, 2025/02/26 09:25:05.219, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:06.220, 95 %, 90 %, 19617 MiB
1, 2025/02/26 09:25:06.220, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:07.221, 95 %, 90 %, 19617 MiB
1, 2025/02/26 09:25:07.271, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:08.272, 76 %, 73 %, 19617 MiB
1, 2025/02/26 09:25:08.273, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:09.273, 76 %, 73 %, 19617 MiB
1, 2025/02/26 09:25:09.274, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:10.275, 74 %, 70 %, 19617 MiB
1, 2025/02/26 09:25:10.276, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:11.276, 77 %, 73 %, 19617 MiB
1, 2025/02/26 09:25:11.277, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:12.278, 75 %, 70 %, 19617 MiB
1, 2025/02/26 09:25:12.278, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:13.279, 81 %, 76 %, 19617 MiB
1, 2025/02/26 09:25:13.280, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:14.280, 80 %, 75 %, 19617 MiB
1, 2025/02/26 09:25:14.281, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:15.281, 74 %, 69 %, 19617 MiB
1, 2025/02/26 09:25:15.282, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:16.283, 81 %, 76 %, 19617 MiB
1, 2025/02/26 09:25:16.283, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:17.284, 77 %, 73 %, 19617 MiB
1, 2025/02/26 09:25:17.285, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:18.285, 85 %, 79 %, 19617 MiB
1, 2025/02/26 09:25:18.286, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:19.287, 84 %, 79 %, 19617 MiB
1, 2025/02/26 09:25:19.288, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:20.288, 80 %, 75 %, 19617 MiB
1, 2025/02/26 09:25:20.343, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:21.343, 87 %, 80 %, 19617 MiB
1, 2025/02/26 09:25:21.344, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:22.344, 86 %, 80 %, 19617 MiB
1, 2025/02/26 09:25:22.345, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:23.346, 88 %, 81 %, 19617 MiB
1, 2025/02/26 09:25:23.347, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:24.348, 86 %, 80 %, 19617 MiB
1, 2025/02/26 09:25:24.349, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:25.349, 86 %, 79 %, 19617 MiB
1, 2025/02/26 09:25:25.350, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:26.351, 86 %, 79 %, 19617 MiB
1, 2025/02/26 09:25:26.351, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:27.352, 89 %, 81 %, 19617 MiB
1, 2025/02/26 09:25:27.353, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:28.353, 93 %, 85 %, 19617 MiB
1, 2025/02/26 09:25:28.354, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:29.354, 87 %, 80 %, 19617 MiB
1, 2025/02/26 09:25:29.355, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:30.356, 83 %, 76 %, 19617 MiB
1, 2025/02/26 09:25:30.356, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:31.357, 80 %, 73 %, 19617 MiB
1, 2025/02/26 09:25:31.358, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:32.358, 89 %, 81 %, 19617 MiB
1, 2025/02/26 09:25:32.359, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:33.359, 79 %, 75 %, 19617 MiB
1, 2025/02/26 09:25:33.415, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:34.416, 77 %, 73 %, 19617 MiB
1, 2025/02/26 09:25:34.417, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:35.417, 74 %, 69 %, 19617 MiB
1, 2025/02/26 09:25:35.418, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:36.419, 79 %, 74 %, 19617 MiB
1, 2025/02/26 09:25:36.419, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:37.420, 81 %, 76 %, 19617 MiB
1, 2025/02/26 09:25:37.421, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:38.422, 83 %, 77 %, 19617 MiB
1, 2025/02/26 09:25:38.426, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:39.427, 83 %, 77 %, 19617 MiB
1, 2025/02/26 09:25:39.427, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:40.428, 84 %, 78 %, 19617 MiB
1, 2025/02/26 09:25:40.428, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:41.429, 83 %, 77 %, 19617 MiB
1, 2025/02/26 09:25:41.430, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:42.430, 83 %, 77 %, 19617 MiB
1, 2025/02/26 09:25:42.431, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:43.431, 79 %, 73 %, 19617 MiB
1, 2025/02/26 09:25:43.432, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:44.433, 86 %, 79 %, 19617 MiB
1, 2025/02/26 09:25:44.433, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:45.434, 87 %, 80 %, 19617 MiB
1, 2025/02/26 09:25:45.434, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:46.435, 84 %, 77 %, 19617 MiB
1, 2025/02/26 09:25:46.488, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:47.489, 85 %, 78 %, 19617 MiB
1, 2025/02/26 09:25:47.489, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:48.490, 85 %, 78 %, 19617 MiB
1, 2025/02/26 09:25:48.491, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:49.491, 88 %, 80 %, 19617 MiB
1, 2025/02/26 09:25:49.492, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:50.492, 89 %, 81 %, 19617 MiB
1, 2025/02/26 09:25:50.493, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:51.494, 86 %, 79 %, 19617 MiB
1, 2025/02/26 09:25:51.494, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:52.495, 89 %, 81 %, 19617 MiB
1, 2025/02/26 09:25:52.496, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:53.497, 89 %, 82 %, 19617 MiB
1, 2025/02/26 09:25:53.498, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:54.498, 91 %, 84 %, 19617 MiB
1, 2025/02/26 09:25:54.499, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:55.500, 87 %, 80 %, 19617 MiB
1, 2025/02/26 09:25:55.501, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:56.501, 91 %, 84 %, 19617 MiB
1, 2025/02/26 09:25:56.502, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:57.503, 92 %, 85 %, 19617 MiB
1, 2025/02/26 09:25:57.503, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:58.504, 89 %, 46 %, 19617 MiB
1, 2025/02/26 09:25:58.504, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:25:59.505, 88 %, 81 %, 19617 MiB
1, 2025/02/26 09:25:59.584, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:00.585, 83 %, 77 %, 19617 MiB
1, 2025/02/26 09:26:00.586, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:01.586, 73 %, 67 %, 19617 MiB
1, 2025/02/26 09:26:01.587, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:02.587, 57 %, 52 %, 19617 MiB
1, 2025/02/26 09:26:02.588, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:03.589, 59 %, 54 %, 19617 MiB
1, 2025/02/26 09:26:03.589, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:04.590, 83 %, 76 %, 19617 MiB
1, 2025/02/26 09:26:04.590, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:05.591, 86 %, 79 %, 19617 MiB
1, 2025/02/26 09:26:05.592, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:06.593, 89 %, 81 %, 19617 MiB
1, 2025/02/26 09:26:06.594, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:07.594, 86 %, 79 %, 19617 MiB
1, 2025/02/26 09:26:07.595, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:08.596, 86 %, 78 %, 19617 MiB
1, 2025/02/26 09:26:08.596, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:09.597, 87 %, 79 %, 19617 MiB
1, 2025/02/26 09:26:09.597, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:10.598, 91 %, 83 %, 19617 MiB
1, 2025/02/26 09:26:10.598, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:11.599, 93 %, 85 %, 19617 MiB
1, 2025/02/26 09:26:11.599, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:12.600, 91 %, 83 %, 19617 MiB
1, 2025/02/26 09:26:12.661, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:13.662, 94 %, 86 %, 19617 MiB
1, 2025/02/26 09:26:13.663, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:14.663, 89 %, 81 %, 19617 MiB
1, 2025/02/26 09:26:14.664, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:15.664, 93 %, 85 %, 19617 MiB
1, 2025/02/26 09:26:15.665, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:16.665, 94 %, 86 %, 19617 MiB
1, 2025/02/26 09:26:16.666, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:17.667, 92 %, 85 %, 19617 MiB
1, 2025/02/26 09:26:17.667, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:18.668, 92 %, 85 %, 19617 MiB
1, 2025/02/26 09:26:18.669, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:19.669, 90 %, 83 %, 19617 MiB
1, 2025/02/26 09:26:19.670, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:20.671, 93 %, 86 %, 19617 MiB
1, 2025/02/26 09:26:20.672, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:21.672, 90 %, 84 %, 19617 MiB
1, 2025/02/26 09:26:21.673, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:22.674, 93 %, 87 %, 19617 MiB
1, 2025/02/26 09:26:22.674, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:23.675, 94 %, 88 %, 19617 MiB
1, 2025/02/26 09:26:23.675, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:24.676, 96 %, 90 %, 19617 MiB
1, 2025/02/26 09:26:24.677, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:25.678, 78 %, 74 %, 19617 MiB
1, 2025/02/26 09:26:25.745, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:26.745, 81 %, 77 %, 19617 MiB
1, 2025/02/26 09:26:26.746, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:27.747, 82 %, 77 %, 19617 MiB
1, 2025/02/26 09:26:27.748, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:28.749, 82 %, 78 %, 19617 MiB
1, 2025/02/26 09:26:28.749, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:29.750, 82 %, 77 %, 19617 MiB
1, 2025/02/26 09:26:29.750, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:30.751, 73 %, 68 %, 19617 MiB
1, 2025/02/26 09:26:30.752, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:31.752, 72 %, 67 %, 19617 MiB
1, 2025/02/26 09:26:31.753, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:32.753, 84 %, 78 %, 19617 MiB
1, 2025/02/26 09:26:32.754, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:33.755, 81 %, 75 %, 19617 MiB
1, 2025/02/26 09:26:33.755, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:34.756, 79 %, 74 %, 19617 MiB
1, 2025/02/26 09:26:34.756, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:35.757, 82 %, 76 %, 19617 MiB
1, 2025/02/26 09:26:35.757, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:36.758, 79 %, 73 %, 19617 MiB
1, 2025/02/26 09:26:36.759, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:37.759, 81 %, 75 %, 19617 MiB
1, 2025/02/26 09:26:37.760, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:38.760, 84 %, 77 %, 19617 MiB
1, 2025/02/26 09:26:38.838, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:39.838, 85 %, 78 %, 19617 MiB
1, 2025/02/26 09:26:39.839, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:40.839, 89 %, 82 %, 19617 MiB
1, 2025/02/26 09:26:40.840, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:41.840, 92 %, 84 %, 19617 MiB
1, 2025/02/26 09:26:41.841, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:42.841, 90 %, 82 %, 19617 MiB
1, 2025/02/26 09:26:42.842, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:43.843, 87 %, 80 %, 19617 MiB
1, 2025/02/26 09:26:43.844, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:44.844, 94 %, 86 %, 19617 MiB
1, 2025/02/26 09:26:44.845, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:45.845, 92 %, 83 %, 19617 MiB
1, 2025/02/26 09:26:45.846, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:46.847, 91 %, 83 %, 19617 MiB
1, 2025/02/26 09:26:46.847, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:47.848, 91 %, 84 %, 19617 MiB
1, 2025/02/26 09:26:47.848, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:48.849, 92 %, 84 %, 19617 MiB
1, 2025/02/26 09:26:48.849, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:49.850, 94 %, 86 %, 19617 MiB
1, 2025/02/26 09:26:49.851, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:50.851, 76 %, 73 %, 19617 MiB
1, 2025/02/26 09:26:50.852, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:51.852, 77 %, 74 %, 19617 MiB
1, 2025/02/26 09:26:51.920, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:52.920, 81 %, 77 %, 19617 MiB
1, 2025/02/26 09:26:52.921, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:53.922, 80 %, 76 %, 19617 MiB
1, 2025/02/26 09:26:53.922, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:54.923, 79 %, 75 %, 19617 MiB
1, 2025/02/26 09:26:54.923, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:55.924, 74 %, 70 %, 19617 MiB
1, 2025/02/26 09:26:55.925, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:56.925, 84 %, 80 %, 19617 MiB
1, 2025/02/26 09:26:56.926, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:57.926, 82 %, 77 %, 19617 MiB
1, 2025/02/26 09:26:57.927, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:58.927, 82 %, 77 %, 19617 MiB
1, 2025/02/26 09:26:58.928, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:26:59.928, 72 %, 67 %, 19617 MiB
1, 2025/02/26 09:26:59.929, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:00.930, 69 %, 64 %, 19617 MiB
1, 2025/02/26 09:27:00.930, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:01.931, 80 %, 75 %, 19617 MiB
1, 2025/02/26 09:27:01.931, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:02.932, 77 %, 71 %, 19617 MiB
1, 2025/02/26 09:27:02.932, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:03.933, 85 %, 79 %, 19617 MiB
1, 2025/02/26 09:27:03.934, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:04.934, 85 %, 79 %, 19617 MiB
1, 2025/02/26 09:27:04.989, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:05.990, 82 %, 76 %, 19617 MiB
1, 2025/02/26 09:27:05.991, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:06.991, 85 %, 78 %, 19617 MiB
1, 2025/02/26 09:27:06.992, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:07.993, 83 %, 76 %, 19617 MiB
1, 2025/02/26 09:27:07.997, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:08.998, 85 %, 78 %, 19617 MiB
1, 2025/02/26 09:27:08.999, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:09.999, 91 %, 84 %, 19617 MiB
1, 2025/02/26 09:27:10.000, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:11.001, 94 %, 86 %, 19617 MiB
1, 2025/02/26 09:27:11.001, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:12.002, 88 %, 80 %, 19617 MiB
1, 2025/02/26 09:27:12.002, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:13.002, 89 %, 81 %, 19617 MiB
1, 2025/02/26 09:27:13.003, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:14.004, 91 %, 83 %, 19617 MiB
1, 2025/02/26 09:27:14.004, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:15.005, 90 %, 82 %, 19617 MiB
1, 2025/02/26 09:27:15.005, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:16.006, 94 %, 63 %, 19617 MiB
1, 2025/02/26 09:27:16.006, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:17.007, 93 %, 85 %, 19617 MiB
1, 2025/02/26 09:27:17.013, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:18.014, 95 %, 87 %, 19617 MiB
1, 2025/02/26 09:27:18.014, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:19.015, 94 %, 86 %, 19617 MiB
1, 2025/02/26 09:27:19.016, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:20.016, 93 %, 86 %, 19617 MiB
1, 2025/02/26 09:27:20.017, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:21.017, 94 %, 87 %, 19617 MiB
1, 2025/02/26 09:27:21.018, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:22.019, 96 %, 89 %, 19617 MiB
1, 2025/02/26 09:27:22.019, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:23.020, 93 %, 87 %, 19617 MiB
1, 2025/02/26 09:27:23.021, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:24.021, 93 %, 87 %, 19617 MiB
1, 2025/02/26 09:27:24.022, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:25.022, 91 %, 85 %, 19617 MiB
1, 2025/02/26 09:27:25.023, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:26.024, 96 %, 90 %, 19617 MiB
1, 2025/02/26 09:27:26.024, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:27.025, 95 %, 89 %, 19617 MiB
1, 2025/02/26 09:27:27.026, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:28.027, 95 %, 89 %, 19617 MiB
1, 2025/02/26 09:27:28.028, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:29.028, 96 %, 90 %, 19617 MiB
1, 2025/02/26 09:27:29.029, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:30.030, 94 %, 89 %, 19617 MiB
1, 2025/02/26 09:27:30.117, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:31.117, 96 %, 90 %, 19617 MiB
1, 2025/02/26 09:27:31.118, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:32.119, 96 %, 90 %, 19617 MiB
1, 2025/02/26 09:27:32.119, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:33.120, 95 %, 90 %, 19617 MiB
1, 2025/02/26 09:27:33.121, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:34.121, 95 %, 90 %, 19617 MiB
1, 2025/02/26 09:27:34.122, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:35.123, 96 %, 90 %, 19617 MiB
1, 2025/02/26 09:27:35.124, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:36.124, 95 %, 90 %, 19617 MiB
1, 2025/02/26 09:27:36.125, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:37.126, 95 %, 91 %, 19617 MiB
1, 2025/02/26 09:27:37.127, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:38.127, 96 %, 91 %, 19617 MiB
1, 2025/02/26 09:27:38.128, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:39.129, 95 %, 90 %, 19617 MiB
1, 2025/02/26 09:27:39.129, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:40.130, 96 %, 92 %, 19617 MiB
1, 2025/02/26 09:27:40.131, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:41.131, 95 %, 91 %, 19617 MiB
1, 2025/02/26 09:27:41.132, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:42.132, 96 %, 92 %, 19617 MiB
1, 2025/02/26 09:27:42.133, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:43.134, 74 %, 71 %, 19617 MiB
1, 2025/02/26 09:27:43.188, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:44.189, 74 %, 71 %, 19617 MiB
1, 2025/02/26 09:27:44.189, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:45.190, 73 %, 70 %, 19617 MiB
1, 2025/02/26 09:27:45.190, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:46.191, 76 %, 72 %, 19617 MiB
1, 2025/02/26 09:27:46.192, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:47.192, 77 %, 73 %, 19617 MiB
1, 2025/02/26 09:27:47.193, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:48.193, 82 %, 78 %, 19617 MiB
1, 2025/02/26 09:27:48.194, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:49.195, 81 %, 77 %, 19617 MiB
1, 2025/02/26 09:27:49.195, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:50.196, 73 %, 68 %, 19617 MiB
1, 2025/02/26 09:27:50.196, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:51.197, 79 %, 75 %, 19617 MiB
1, 2025/02/26 09:27:51.197, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:52.198, 83 %, 78 %, 19617 MiB
1, 2025/02/26 09:27:52.199, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:53.199, 83 %, 78 %, 19617 MiB
1, 2025/02/26 09:27:53.200, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:54.201, 83 %, 78 %, 19617 MiB
1, 2025/02/26 09:27:54.202, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:55.203, 81 %, 76 %, 19617 MiB
1, 2025/02/26 09:27:55.203, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:56.204, 86 %, 80 %, 19617 MiB
1, 2025/02/26 09:27:56.253, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:57.254, 88 %, 82 %, 19617 MiB
1, 2025/02/26 09:27:57.255, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:58.255, 89 %, 82 %, 19617 MiB
1, 2025/02/26 09:27:58.256, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:27:59.257, 72 %, 67 %, 19617 MiB
1, 2025/02/26 09:27:59.258, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:00.259, 70 %, 65 %, 19617 MiB
1, 2025/02/26 09:28:00.259, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:01.260, 82 %, 76 %, 19617 MiB
1, 2025/02/26 09:28:01.261, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:02.261, 89 %, 82 %, 19617 MiB
1, 2025/02/26 09:28:02.262, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:03.262, 90 %, 83 %, 19617 MiB
1, 2025/02/26 09:28:03.263, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:04.263, 93 %, 86 %, 19617 MiB
1, 2025/02/26 09:28:04.264, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:05.265, 82 %, 75 %, 19617 MiB
1, 2025/02/26 09:28:05.265, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:06.266, 87 %, 79 %, 19617 MiB
1, 2025/02/26 09:28:06.266, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:07.267, 91 %, 83 %, 19617 MiB
1, 2025/02/26 09:28:07.267, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:08.268, 87 %, 80 %, 19617 MiB
1, 2025/02/26 09:28:08.268, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:09.269, 84 %, 78 %, 19617 MiB
1, 2025/02/26 09:28:09.329, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:10.330, 79 %, 73 %, 19617 MiB
1, 2025/02/26 09:28:10.331, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:11.331, 87 %, 80 %, 19617 MiB
1, 2025/02/26 09:28:11.332, 0 %, 0 %, 5 MiB
0, 2025/02/26 09:28:12.333, 90 %, 83 %, 19617 MiB
