timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/02/25 13:36:55.314, 48 %, 50 %, 23011 MiB
2025/02/25 13:36:55.314, 49 %, 51 %, 21963 MiB
2025/02/25 13:36:56.315, 49 %, 51 %, 23011 MiB
2025/02/25 13:36:56.315, 50 %, 52 %, 21963 MiB
2025/02/25 13:36:57.316, 49 %, 51 %, 23011 MiB
2025/02/25 13:36:57.317, 49 %, 51 %, 21963 MiB
2025/02/25 13:36:58.318, 48 %, 49 %, 23011 MiB
2025/02/25 13:36:58.319, 46 %, 48 %, 21963 MiB
2025/02/25 13:36:59.319, 46 %, 48 %, 23011 MiB
2025/02/25 13:36:59.320, 49 %, 50 %, 21963 MiB
2025/02/25 13:37:00.321, 46 %, 48 %, 23011 MiB
2025/02/25 13:37:00.322, 47 %, 49 %, 21963 MiB
2025/02/25 13:37:01.323, 48 %, 50 %, 23011 MiB
2025/02/25 13:37:01.323, 48 %, 50 %, 21963 MiB
2025/02/25 13:37:02.324, 48 %, 49 %, 23011 MiB
2025/02/25 13:37:02.325, 48 %, 50 %, 21963 MiB
2025/02/25 13:37:03.326, 47 %, 49 %, 23011 MiB
2025/02/25 13:37:03.326, 48 %, 50 %, 21963 MiB
2025/02/25 13:37:04.327, 47 %, 49 %, 23011 MiB
2025/02/25 13:37:04.328, 47 %, 49 %, 21963 MiB
2025/02/25 13:37:05.328, 46 %, 48 %, 23011 MiB
2025/02/25 13:37:05.329, 47 %, 49 %, 21963 MiB
2025/02/25 13:37:06.329, 48 %, 50 %, 23011 MiB
2025/02/25 13:37:06.330, 49 %, 51 %, 21963 MiB
2025/02/25 13:37:07.331, 48 %, 49 %, 23011 MiB
2025/02/25 13:37:07.332, 47 %, 49 %, 21963 MiB
2025/02/25 13:37:08.333, 49 %, 51 %, 23011 MiB
2025/02/25 13:37:08.338, 49 %, 51 %, 21963 MiB
2025/02/25 13:37:09.339, 76 %, 44 %, 23011 MiB
2025/02/25 13:37:09.360, 27 %, 22 %, 21963 MiB
2025/02/25 13:37:10.361, 9 %, 0 %, 23011 MiB
2025/02/25 13:37:10.362, 99 %, 59 %, 21963 MiB
2025/02/25 13:37:11.363, 49 %, 51 %, 23011 MiB
2025/02/25 13:37:11.364, 49 %, 51 %, 21963 MiB
2025/02/25 13:37:12.364, 49 %, 51 %, 23011 MiB
2025/02/25 13:37:12.365, 46 %, 48 %, 21963 MiB
2025/02/25 13:37:13.365, 46 %, 47 %, 23011 MiB
2025/02/25 13:37:13.366, 46 %, 48 %, 21963 MiB
2025/02/25 13:37:14.367, 47 %, 49 %, 23011 MiB
2025/02/25 13:37:14.367, 49 %, 51 %, 21963 MiB
2025/02/25 13:37:15.368, 46 %, 48 %, 23011 MiB
2025/02/25 13:37:15.369, 47 %, 49 %, 21963 MiB
2025/02/25 13:37:16.369, 48 %, 50 %, 23011 MiB
2025/02/25 13:37:16.370, 48 %, 49 %, 21963 MiB
2025/02/25 13:37:17.371, 48 %, 49 %, 23011 MiB
2025/02/25 13:37:17.372, 48 %, 50 %, 21963 MiB
2025/02/25 13:37:18.373, 47 %, 49 %, 23011 MiB
2025/02/25 13:37:18.374, 48 %, 50 %, 21963 MiB
2025/02/25 13:37:19.374, 47 %, 49 %, 23011 MiB
2025/02/25 13:37:19.375, 48 %, 50 %, 21963 MiB
2025/02/25 13:37:20.376, 47 %, 49 %, 23011 MiB
2025/02/25 13:37:20.377, 47 %, 49 %, 21963 MiB
2025/02/25 13:37:21.378, 48 %, 49 %, 23011 MiB
2025/02/25 13:37:21.378, 48 %, 51 %, 21963 MiB
2025/02/25 13:37:22.379, 48 %, 50 %, 23011 MiB
2025/02/25 13:37:22.379, 47 %, 49 %, 21963 MiB
2025/02/25 13:37:23.380, 46 %, 48 %, 23011 MiB
2025/02/25 13:37:23.381, 48 %, 50 %, 21963 MiB
2025/02/25 13:37:24.381, 49 %, 51 %, 23011 MiB
2025/02/25 13:37:24.382, 46 %, 48 %, 21963 MiB
2025/02/25 13:37:25.383, 49 %, 51 %, 23011 MiB
2025/02/25 13:37:25.383, 49 %, 52 %, 21963 MiB
2025/02/25 13:37:26.384, 45 %, 47 %, 23011 MiB
2025/02/25 13:37:26.385, 48 %, 51 %, 21963 MiB
2025/02/25 13:37:27.385, 45 %, 46 %, 23011 MiB
2025/02/25 13:37:27.386, 46 %, 48 %, 21963 MiB
2025/02/25 13:37:28.386, 44 %, 46 %, 23011 MiB
2025/02/25 13:37:28.387, 46 %, 48 %, 21963 MiB
2025/02/25 13:37:29.388, 46 %, 48 %, 23011 MiB
2025/02/25 13:37:29.389, 50 %, 52 %, 21963 MiB
2025/02/25 13:37:30.390, 50 %, 53 %, 23011 MiB
2025/02/25 13:37:30.391, 51 %, 53 %, 21963 MiB
2025/02/25 13:37:31.391, 50 %, 52 %, 23011 MiB
2025/02/25 13:37:31.392, 46 %, 49 %, 21963 MiB
2025/02/25 13:37:32.393, 43 %, 45 %, 23011 MiB
2025/02/25 13:37:32.394, 45 %, 48 %, 21963 MiB
2025/02/25 13:37:33.395, 51 %, 54 %, 23011 MiB
2025/02/25 13:37:33.395, 50 %, 52 %, 21963 MiB
2025/02/25 13:37:34.396, 45 %, 47 %, 23011 MiB
2025/02/25 13:37:34.397, 49 %, 51 %, 21963 MiB
2025/02/25 13:37:35.397, 44 %, 45 %, 23011 MiB
2025/02/25 13:37:35.398, 43 %, 45 %, 21963 MiB
2025/02/25 13:37:36.398, 49 %, 51 %, 23011 MiB
2025/02/25 13:37:36.399, 46 %, 49 %, 21963 MiB
2025/02/25 13:37:37.400, 52 %, 55 %, 23011 MiB
2025/02/25 13:37:37.400, 49 %, 52 %, 21963 MiB
2025/02/25 13:37:38.401, 53 %, 55 %, 23011 MiB
2025/02/25 13:37:38.402, 51 %, 54 %, 21963 MiB
2025/02/25 13:37:39.402, 53 %, 55 %, 23011 MiB
2025/02/25 13:37:39.403, 51 %, 54 %, 21963 MiB
2025/02/25 13:37:40.404, 52 %, 54 %, 23011 MiB
2025/02/25 13:37:40.405, 49 %, 51 %, 21963 MiB
2025/02/25 13:37:41.405, 46 %, 48 %, 23011 MiB
2025/02/25 13:37:41.406, 44 %, 46 %, 21963 MiB
2025/02/25 13:37:42.407, 43 %, 45 %, 23011 MiB
2025/02/25 13:37:42.408, 46 %, 49 %, 21963 MiB
2025/02/25 13:37:43.409, 53 %, 55 %, 23011 MiB
2025/02/25 13:37:43.410, 53 %, 56 %, 21963 MiB
2025/02/25 13:37:44.411, 41 %, 43 %, 23011 MiB
2025/02/25 13:37:44.411, 44 %, 46 %, 21963 MiB
2025/02/25 13:37:45.412, 51 %, 53 %, 23011 MiB
2025/02/25 13:37:45.413, 48 %, 51 %, 21963 MiB
2025/02/25 13:37:46.413, 46 %, 48 %, 23011 MiB
2025/02/25 13:37:46.414, 49 %, 52 %, 21963 MiB
2025/02/25 13:37:47.415, 44 %, 46 %, 23011 MiB
2025/02/25 13:37:47.415, 42 %, 44 %, 21963 MiB
2025/02/25 13:37:48.416, 52 %, 54 %, 23011 MiB
2025/02/25 13:37:48.417, 50 %, 52 %, 21963 MiB
2025/02/25 13:37:49.417, 54 %, 56 %, 23011 MiB
2025/02/25 13:37:49.418, 52 %, 55 %, 21963 MiB
2025/02/25 13:37:50.419, 53 %, 55 %, 23011 MiB
2025/02/25 13:37:50.420, 53 %, 56 %, 21963 MiB
2025/02/25 13:37:51.420, 54 %, 56 %, 23011 MiB
2025/02/25 13:37:51.421, 53 %, 55 %, 21963 MiB
2025/02/25 13:37:52.422, 53 %, 56 %, 23011 MiB
2025/02/25 13:37:52.423, 52 %, 54 %, 21963 MiB
2025/02/25 13:37:53.424, 52 %, 54 %, 23011 MiB
2025/02/25 13:37:53.425, 50 %, 52 %, 21963 MiB
2025/02/25 13:37:54.426, 46 %, 48 %, 23011 MiB
2025/02/25 13:37:54.426, 44 %, 46 %, 21963 MiB
2025/02/25 13:37:55.427, 43 %, 45 %, 23011 MiB
2025/02/25 13:37:55.428, 44 %, 46 %, 21963 MiB
2025/02/25 13:37:56.429, 52 %, 55 %, 23011 MiB
2025/02/25 13:37:56.429, 53 %, 56 %, 21963 MiB
2025/02/25 13:37:57.430, 44 %, 46 %, 23011 MiB
2025/02/25 13:37:57.431, 43 %, 46 %, 21963 MiB
2025/02/25 13:37:58.431, 50 %, 52 %, 23011 MiB
2025/02/25 13:37:58.432, 52 %, 55 %, 21963 MiB
2025/02/25 13:37:59.433, 46 %, 48 %, 23011 MiB
2025/02/25 13:37:59.433, 44 %, 46 %, 21963 MiB
2025/02/25 13:38:00.434, 51 %, 54 %, 23011 MiB
2025/02/25 13:38:00.435, 52 %, 55 %, 21963 MiB
2025/02/25 13:38:01.435, 44 %, 46 %, 23011 MiB
2025/02/25 13:38:01.436, 44 %, 47 %, 21963 MiB
2025/02/25 13:38:02.437, 49 %, 51 %, 23011 MiB
2025/02/25 13:38:02.438, 47 %, 50 %, 21963 MiB
2025/02/25 13:38:03.438, 52 %, 54 %, 23011 MiB
2025/02/25 13:38:03.439, 52 %, 55 %, 21963 MiB
2025/02/25 13:38:04.440, 49 %, 52 %, 23011 MiB
2025/02/25 13:38:04.441, 51 %, 54 %, 21963 MiB
2025/02/25 13:38:05.442, 46 %, 48 %, 23011 MiB
2025/02/25 13:38:05.443, 48 %, 50 %, 21963 MiB
2025/02/25 13:38:06.444, 45 %, 48 %, 23011 MiB
2025/02/25 13:38:06.444, 47 %, 50 %, 21963 MiB
2025/02/25 13:38:07.445, 45 %, 48 %, 23011 MiB
2025/02/25 13:38:07.446, 47 %, 50 %, 21963 MiB
2025/02/25 13:38:08.446, 100 %, 63 %, 23011 MiB
2025/02/25 13:38:08.447, 1 %, 0 %, 21963 MiB
2025/02/25 13:38:09.447, 23 %, 19 %, 23011 MiB
2025/02/25 13:38:09.448, 86 %, 54 %, 21963 MiB
2025/02/25 13:38:10.449, 48 %, 50 %, 23011 MiB
2025/02/25 13:38:10.450, 43 %, 45 %, 21963 MiB
2025/02/25 13:38:11.450, 44 %, 45 %, 23011 MiB
2025/02/25 13:38:11.451, 45 %, 46 %, 21963 MiB
2025/02/25 13:38:12.452, 46 %, 48 %, 23011 MiB
2025/02/25 13:38:12.453, 51 %, 53 %, 21963 MiB
2025/02/25 13:38:13.453, 46 %, 47 %, 23011 MiB
2025/02/25 13:38:13.454, 44 %, 46 %, 21963 MiB
2025/02/25 13:38:14.455, 50 %, 52 %, 23011 MiB
2025/02/25 13:38:14.456, 49 %, 51 %, 21963 MiB
2025/02/25 13:38:15.457, 48 %, 49 %, 23011 MiB
2025/02/25 13:38:15.457, 50 %, 52 %, 21963 MiB
2025/02/25 13:38:16.458, 45 %, 46 %, 23011 MiB
2025/02/25 13:38:16.459, 50 %, 52 %, 21963 MiB
2025/02/25 13:38:17.460, 46 %, 48 %, 23011 MiB
2025/02/25 13:38:17.460, 49 %, 52 %, 21963 MiB
2025/02/25 13:38:18.461, 45 %, 47 %, 23011 MiB
2025/02/25 13:38:18.462, 46 %, 48 %, 21963 MiB
2025/02/25 13:38:19.462, 46 %, 47 %, 23011 MiB
2025/02/25 13:38:19.463, 49 %, 51 %, 21963 MiB
2025/02/25 13:38:20.463, 48 %, 50 %, 23011 MiB
2025/02/25 13:38:20.464, 47 %, 49 %, 21963 MiB
2025/02/25 13:38:21.465, 46 %, 48 %, 23011 MiB
2025/02/25 13:38:21.465, 48 %, 50 %, 21963 MiB
2025/02/25 13:38:22.466, 47 %, 48 %, 23011 MiB
2025/02/25 13:38:22.467, 47 %, 49 %, 21963 MiB
2025/02/25 13:38:23.467, 46 %, 48 %, 23011 MiB
2025/02/25 13:38:23.468, 47 %, 49 %, 21963 MiB
2025/02/25 13:38:24.469, 47 %, 49 %, 23011 MiB
2025/02/25 13:38:24.470, 47 %, 50 %, 21963 MiB
2025/02/25 13:38:25.470, 47 %, 49 %, 23011 MiB
2025/02/25 13:38:25.471, 48 %, 50 %, 21963 MiB
2025/02/25 13:38:26.472, 48 %, 50 %, 23011 MiB
2025/02/25 13:38:26.473, 48 %, 50 %, 21963 MiB
2025/02/25 13:38:27.478, 48 %, 50 %, 23011 MiB
2025/02/25 13:38:27.479, 47 %, 49 %, 21963 MiB
2025/02/25 13:38:28.479, 46 %, 48 %, 23011 MiB
2025/02/25 13:38:28.480, 49 %, 51 %, 21963 MiB
2025/02/25 13:38:29.481, 49 %, 51 %, 23011 MiB
2025/02/25 13:38:29.481, 46 %, 48 %, 21963 MiB
2025/02/25 13:38:30.482, 45 %, 47 %, 23011 MiB
2025/02/25 13:38:30.482, 49 %, 52 %, 21963 MiB
2025/02/25 13:38:31.483, 45 %, 47 %, 23011 MiB
2025/02/25 13:38:31.484, 47 %, 49 %, 21963 MiB
2025/02/25 13:38:32.484, 49 %, 51 %, 23011 MiB
2025/02/25 13:38:32.485, 46 %, 48 %, 21963 MiB
2025/02/25 13:38:33.485, 50 %, 52 %, 23011 MiB
2025/02/25 13:38:33.486, 45 %, 47 %, 21963 MiB
2025/02/25 13:38:34.487, 50 %, 52 %, 23011 MiB
2025/02/25 13:38:34.488, 45 %, 47 %, 21963 MiB
2025/02/25 13:38:35.488, 49 %, 51 %, 23011 MiB
2025/02/25 13:38:35.490, 45 %, 47 %, 21963 MiB
2025/02/25 13:38:36.491, 44 %, 46 %, 23011 MiB
2025/02/25 13:38:36.491, 50 %, 53 %, 21963 MiB
2025/02/25 13:38:37.492, 47 %, 49 %, 23011 MiB
2025/02/25 13:38:37.493, 51 %, 53 %, 21963 MiB
2025/02/25 13:38:38.494, 51 %, 53 %, 23011 MiB
2025/02/25 13:38:38.495, 44 %, 46 %, 21963 MiB
2025/02/25 13:38:39.495, 44 %, 46 %, 23011 MiB
2025/02/25 13:38:39.496, 52 %, 54 %, 21963 MiB
2025/02/25 13:38:40.496, 47 %, 49 %, 23011 MiB
2025/02/25 13:38:40.497, 47 %, 50 %, 21963 MiB
2025/02/25 13:38:41.498, 52 %, 54 %, 23011 MiB
2025/02/25 13:38:41.498, 43 %, 45 %, 21963 MiB
2025/02/25 13:38:42.499, 47 %, 49 %, 23011 MiB
2025/02/25 13:38:42.500, 49 %, 51 %, 21963 MiB
2025/02/25 13:38:43.501, 43 %, 45 %, 23011 MiB
2025/02/25 13:38:43.501, 52 %, 54 %, 21963 MiB
2025/02/25 13:38:44.502, 51 %, 54 %, 23011 MiB
2025/02/25 13:38:44.513, 53 %, 56 %, 21963 MiB
2025/02/25 13:38:45.513, 52 %, 55 %, 23011 MiB
2025/02/25 13:38:45.514, 53 %, 56 %, 21963 MiB
2025/02/25 13:38:46.515, 53 %, 56 %, 23011 MiB
2025/02/25 13:38:46.515, 51 %, 54 %, 21963 MiB
2025/02/25 13:38:47.516, 50 %, 52 %, 23011 MiB
2025/02/25 13:38:47.516, 47 %, 49 %, 21963 MiB
2025/02/25 13:38:48.517, 42 %, 43 %, 23011 MiB
2025/02/25 13:38:48.518, 45 %, 47 %, 21963 MiB
2025/02/25 13:38:49.518, 52 %, 54 %, 23011 MiB
2025/02/25 13:38:49.519, 54 %, 57 %, 21963 MiB
2025/02/25 13:38:50.519, 44 %, 46 %, 23011 MiB
2025/02/25 13:38:50.520, 42 %, 44 %, 21963 MiB
2025/02/25 13:38:51.521, 51 %, 53 %, 23011 MiB
2025/02/25 13:38:51.522, 54 %, 57 %, 21963 MiB
2025/02/25 13:38:52.522, 42 %, 44 %, 23011 MiB
2025/02/25 13:38:52.523, 43 %, 45 %, 21963 MiB
2025/02/25 13:38:53.524, 52 %, 54 %, 23011 MiB
2025/02/25 13:38:53.525, 49 %, 52 %, 21963 MiB
2025/02/25 13:38:54.526, 51 %, 54 %, 23011 MiB
2025/02/25 13:38:54.527, 54 %, 57 %, 21963 MiB
2025/02/25 13:38:55.528, 48 %, 50 %, 23011 MiB
2025/02/25 13:38:55.528, 51 %, 53 %, 21963 MiB
2025/02/25 13:38:56.529, 47 %, 49 %, 23011 MiB
2025/02/25 13:38:56.530, 50 %, 53 %, 21963 MiB
2025/02/25 13:38:57.531, 46 %, 48 %, 23011 MiB
2025/02/25 13:38:57.531, 49 %, 52 %, 21963 MiB
2025/02/25 13:38:58.532, 46 %, 48 %, 23011 MiB
2025/02/25 13:38:58.533, 49 %, 52 %, 21963 MiB
2025/02/25 13:38:59.533, 50 %, 52 %, 23011 MiB
2025/02/25 13:38:59.534, 53 %, 56 %, 21963 MiB
2025/02/25 13:39:00.535, 53 %, 56 %, 23011 MiB
2025/02/25 13:39:00.536, 52 %, 55 %, 21963 MiB
2025/02/25 13:39:01.536, 48 %, 50 %, 23011 MiB
2025/02/25 13:39:01.537, 46 %, 48 %, 21963 MiB
2025/02/25 13:39:02.538, 43 %, 45 %, 23011 MiB
2025/02/25 13:39:02.539, 45 %, 48 %, 21963 MiB
2025/02/25 13:39:03.539, 75 %, 51 %, 23011 MiB
2025/02/25 13:39:03.540, 32 %, 30 %, 21963 MiB
2025/02/25 13:39:04.541, 5 %, 0 %, 23011 MiB
2025/02/25 13:39:04.542, 99 %, 63 %, 21963 MiB
2025/02/25 13:39:05.543, 49 %, 50 %, 23011 MiB
2025/02/25 13:39:05.544, 48 %, 50 %, 21963 MiB
2025/02/25 13:39:06.545, 44 %, 45 %, 23011 MiB
2025/02/25 13:39:06.546, 47 %, 48 %, 21963 MiB
2025/02/25 13:39:07.546, 50 %, 52 %, 23011 MiB
2025/02/25 13:39:07.547, 45 %, 46 %, 21963 MiB
2025/02/25 13:39:08.548, 51 %, 52 %, 23011 MiB
2025/02/25 13:39:08.548, 47 %, 48 %, 21963 MiB
2025/02/25 13:39:09.549, 51 %, 52 %, 23011 MiB
2025/02/25 13:39:09.550, 45 %, 47 %, 21963 MiB
2025/02/25 13:39:10.550, 45 %, 47 %, 23011 MiB
2025/02/25 13:39:10.551, 44 %, 46 %, 21963 MiB
2025/02/25 13:39:11.551, 46 %, 47 %, 23011 MiB
2025/02/25 13:39:11.552, 52 %, 54 %, 21963 MiB
2025/02/25 13:39:12.553, 48 %, 49 %, 23011 MiB
2025/02/25 13:39:12.553, 42 %, 44 %, 21963 MiB
2025/02/25 13:39:13.554, 51 %, 53 %, 23011 MiB
2025/02/25 13:39:13.554, 48 %, 50 %, 21963 MiB
2025/02/25 13:39:14.555, 49 %, 51 %, 23011 MiB
2025/02/25 13:39:14.556, 50 %, 52 %, 21963 MiB
2025/02/25 13:39:15.557, 50 %, 52 %, 23011 MiB
2025/02/25 13:39:15.558, 50 %, 51 %, 21963 MiB
2025/02/25 13:39:16.558, 49 %, 51 %, 23011 MiB
2025/02/25 13:39:16.559, 45 %, 46 %, 21963 MiB
2025/02/25 13:39:17.560, 44 %, 45 %, 23011 MiB
2025/02/25 13:39:17.561, 46 %, 48 %, 21963 MiB
2025/02/25 13:39:18.562, 50 %, 52 %, 23011 MiB
2025/02/25 13:39:18.562, 49 %, 51 %, 21963 MiB
2025/02/25 13:39:19.563, 44 %, 46 %, 23011 MiB
2025/02/25 13:39:19.564, 49 %, 51 %, 21963 MiB
2025/02/25 13:39:20.565, 45 %, 46 %, 23011 MiB
2025/02/25 13:39:20.565, 45 %, 47 %, 21963 MiB
2025/02/25 13:39:21.566, 46 %, 47 %, 23011 MiB
2025/02/25 13:39:21.566, 45 %, 47 %, 21963 MiB
2025/02/25 13:39:22.567, 45 %, 47 %, 23011 MiB
2025/02/25 13:39:22.568, 45 %, 47 %, 21963 MiB
2025/02/25 13:39:23.568, 45 %, 47 %, 23011 MiB
2025/02/25 13:39:23.569, 48 %, 50 %, 21963 MiB
2025/02/25 13:39:24.569, 47 %, 49 %, 23011 MiB
2025/02/25 13:39:24.570, 49 %, 51 %, 21963 MiB
2025/02/25 13:39:25.571, 46 %, 48 %, 23011 MiB
2025/02/25 13:39:25.571, 47 %, 48 %, 21963 MiB
2025/02/25 13:39:26.572, 48 %, 50 %, 23011 MiB
2025/02/25 13:39:26.573, 48 %, 50 %, 21963 MiB
2025/02/25 13:39:27.573, 47 %, 48 %, 23011 MiB
2025/02/25 13:39:27.574, 48 %, 50 %, 21963 MiB
2025/02/25 13:39:28.575, 47 %, 49 %, 23011 MiB
2025/02/25 13:39:28.576, 47 %, 49 %, 21963 MiB
2025/02/25 13:39:29.577, 47 %, 49 %, 23011 MiB
2025/02/25 13:39:29.577, 48 %, 50 %, 21963 MiB
2025/02/25 13:39:30.578, 47 %, 49 %, 23011 MiB
2025/02/25 13:39:30.579, 48 %, 50 %, 21963 MiB
2025/02/25 13:39:31.580, 48 %, 50 %, 23011 MiB
2025/02/25 13:39:31.580, 48 %, 50 %, 21963 MiB
2025/02/25 13:39:32.581, 47 %, 48 %, 23011 MiB
2025/02/25 13:39:32.582, 47 %, 49 %, 21963 MiB
2025/02/25 13:39:33.582, 47 %, 49 %, 23011 MiB
2025/02/25 13:39:33.583, 49 %, 51 %, 21963 MiB
2025/02/25 13:39:34.584, 49 %, 51 %, 23011 MiB
2025/02/25 13:39:34.584, 46 %, 48 %, 21963 MiB
2025/02/25 13:39:35.585, 48 %, 50 %, 23011 MiB
2025/02/25 13:39:35.586, 49 %, 52 %, 21963 MiB
2025/02/25 13:39:36.586, 46 %, 47 %, 23011 MiB
2025/02/25 13:39:36.587, 46 %, 48 %, 21963 MiB
2025/02/25 13:39:37.587, 48 %, 50 %, 23011 MiB
2025/02/25 13:39:37.588, 45 %, 48 %, 21963 MiB
2025/02/25 13:39:38.589, 50 %, 52 %, 23011 MiB
2025/02/25 13:39:38.590, 47 %, 49 %, 21963 MiB
2025/02/25 13:39:39.590, 49 %, 51 %, 23011 MiB
2025/02/25 13:39:39.591, 46 %, 48 %, 21963 MiB
2025/02/25 13:39:40.592, 45 %, 47 %, 23011 MiB
2025/02/25 13:39:40.593, 45 %, 47 %, 21963 MiB
2025/02/25 13:39:41.594, 44 %, 46 %, 23011 MiB
2025/02/25 13:39:41.595, 47 %, 49 %, 21963 MiB
2025/02/25 13:39:42.596, 50 %, 52 %, 23011 MiB
2025/02/25 13:39:42.596, 51 %, 54 %, 21963 MiB
2025/02/25 13:39:43.597, 49 %, 51 %, 23011 MiB
2025/02/25 13:39:43.598, 46 %, 48 %, 21963 MiB
2025/02/25 13:39:44.598, 46 %, 48 %, 23011 MiB
2025/02/25 13:39:44.599, 50 %, 52 %, 21963 MiB
2025/02/25 13:39:45.600, 44 %, 46 %, 23011 MiB
2025/02/25 13:39:45.600, 43 %, 45 %, 21963 MiB
2025/02/25 13:39:46.601, 52 %, 54 %, 23011 MiB
2025/02/25 13:39:46.602, 49 %, 51 %, 21963 MiB
2025/02/25 13:39:47.602, 51 %, 53 %, 23011 MiB
2025/02/25 13:39:47.603, 53 %, 55 %, 21963 MiB
2025/02/25 13:39:48.603, 47 %, 49 %, 23011 MiB
2025/02/25 13:39:48.604, 50 %, 53 %, 21963 MiB
2025/02/25 13:39:49.605, 45 %, 47 %, 23011 MiB
2025/02/25 13:39:49.605, 49 %, 51 %, 21963 MiB
2025/02/25 13:39:50.606, 45 %, 47 %, 23011 MiB
2025/02/25 13:39:50.607, 49 %, 51 %, 21963 MiB
2025/02/25 13:39:51.608, 47 %, 49 %, 23011 MiB
2025/02/25 13:39:51.609, 50 %, 53 %, 21963 MiB
2025/02/25 13:39:52.610, 53 %, 55 %, 23011 MiB
2025/02/25 13:39:52.610, 53 %, 56 %, 21963 MiB
2025/02/25 13:39:53.611, 49 %, 51 %, 23011 MiB
2025/02/25 13:39:53.612, 46 %, 48 %, 21963 MiB
2025/02/25 13:39:54.613, 43 %, 45 %, 23011 MiB
2025/02/25 13:39:54.613, 47 %, 49 %, 21963 MiB
2025/02/25 13:39:55.614, 54 %, 56 %, 23011 MiB
2025/02/25 13:39:55.615, 51 %, 53 %, 21963 MiB
2025/02/25 13:39:56.615, 6 %, 0 %, 23011 MiB
2025/02/25 13:39:56.616, 98 %, 61 %, 21963 MiB
2025/02/25 13:39:57.617, 48 %, 49 %, 23011 MiB
2025/02/25 13:39:57.617, 49 %, 50 %, 21963 MiB
2025/02/25 13:39:58.618, 48 %, 49 %, 23011 MiB
2025/02/25 13:39:58.619, 49 %, 51 %, 21963 MiB
2025/02/25 13:39:59.619, 49 %, 51 %, 23011 MiB
2025/02/25 13:39:59.620, 45 %, 47 %, 21963 MiB
2025/02/25 13:40:00.620, 43 %, 44 %, 23011 MiB
2025/02/25 13:40:00.621, 47 %, 49 %, 21963 MiB
2025/02/25 13:40:01.622, 46 %, 47 %, 23011 MiB
2025/02/25 13:40:01.622, 43 %, 45 %, 21963 MiB
2025/02/25 13:40:02.623, 44 %, 44 %, 23011 MiB
2025/02/25 13:40:02.624, 47 %, 48 %, 21963 MiB
2025/02/25 13:40:03.624, 44 %, 44 %, 23011 MiB
2025/02/25 13:40:03.625, 46 %, 48 %, 21963 MiB
2025/02/25 13:40:04.626, 43 %, 44 %, 23011 MiB
2025/02/25 13:40:04.627, 50 %, 52 %, 21963 MiB
2025/02/25 13:40:05.628, 50 %, 52 %, 23011 MiB
2025/02/25 13:40:05.628, 49 %, 50 %, 21963 MiB
2025/02/25 13:40:06.629, 44 %, 45 %, 23011 MiB
2025/02/25 13:40:06.630, 46 %, 47 %, 21963 MiB
2025/02/25 13:40:07.631, 52 %, 54 %, 23011 MiB
2025/02/25 13:40:07.631, 47 %, 48 %, 21963 MiB
2025/02/25 13:40:08.632, 49 %, 51 %, 23011 MiB
2025/02/25 13:40:08.633, 50 %, 52 %, 21963 MiB
2025/02/25 13:40:09.633, 49 %, 50 %, 23011 MiB
2025/02/25 13:40:09.634, 51 %, 53 %, 21963 MiB
2025/02/25 13:40:10.634, 51 %, 53 %, 23011 MiB
2025/02/25 13:40:10.635, 47 %, 49 %, 21963 MiB
2025/02/25 13:40:11.636, 45 %, 46 %, 23011 MiB
2025/02/25 13:40:11.636, 44 %, 45 %, 21963 MiB
2025/02/25 13:40:12.637, 48 %, 49 %, 23011 MiB
2025/02/25 13:40:12.637, 51 %, 53 %, 21963 MiB
2025/02/25 13:40:13.638, 46 %, 47 %, 23011 MiB
2025/02/25 13:40:13.639, 45 %, 46 %, 21963 MiB
2025/02/25 13:40:14.639, 50 %, 52 %, 23011 MiB
2025/02/25 13:40:14.640, 46 %, 48 %, 21963 MiB
2025/02/25 13:40:15.641, 50 %, 51 %, 23011 MiB
2025/02/25 13:40:15.642, 47 %, 49 %, 21963 MiB
2025/02/25 13:40:16.642, 50 %, 51 %, 23011 MiB
2025/02/25 13:40:16.644, 50 %, 52 %, 21963 MiB
2025/02/25 13:40:17.650, 49 %, 51 %, 23011 MiB
2025/02/25 13:40:17.650, 49 %, 51 %, 21963 MiB
2025/02/25 13:40:18.651, 46 %, 47 %, 23011 MiB
2025/02/25 13:40:18.652, 46 %, 48 %, 21963 MiB
2025/02/25 13:40:19.652, 46 %, 48 %, 23011 MiB
2025/02/25 13:40:19.653, 49 %, 50 %, 21963 MiB
2025/02/25 13:40:20.653, 47 %, 48 %, 23011 MiB
2025/02/25 13:40:20.654, 47 %, 49 %, 21963 MiB
2025/02/25 13:40:21.654, 48 %, 50 %, 23011 MiB
2025/02/25 13:40:21.655, 48 %, 50 %, 21963 MiB
2025/02/25 13:40:22.656, 47 %, 49 %, 23011 MiB
2025/02/25 13:40:22.656, 48 %, 50 %, 21963 MiB
2025/02/25 13:40:23.657, 47 %, 49 %, 23011 MiB
2025/02/25 13:40:23.658, 48 %, 50 %, 21963 MiB
2025/02/25 13:40:24.658, 47 %, 49 %, 23011 MiB
2025/02/25 13:40:24.660, 47 %, 49 %, 21963 MiB
2025/02/25 13:40:25.660, 48 %, 49 %, 23011 MiB
2025/02/25 13:40:25.661, 47 %, 49 %, 21963 MiB
2025/02/25 13:40:26.662, 47 %, 48 %, 23011 MiB
