timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/02/25 15:27:53.822, 47 %, 48 %, 23011 MiB
2025/02/25 15:27:53.823, 51 %, 53 %, 21963 MiB
2025/02/25 15:27:54.824, 44 %, 46 %, 23011 MiB
2025/02/25 15:27:54.825, 45 %, 47 %, 21963 MiB
2025/02/25 15:27:55.829, 49 %, 52 %, 23011 MiB
2025/02/25 15:27:55.829, 47 %, 49 %, 21963 MiB
2025/02/25 15:27:56.830, 44 %, 45 %, 23011 MiB
2025/02/25 15:27:56.831, 47 %, 49 %, 21963 MiB
2025/02/25 15:27:57.831, 51 %, 53 %, 23011 MiB
2025/02/25 15:27:57.832, 48 %, 51 %, 21963 MiB
2025/02/25 15:27:58.832, 43 %, 44 %, 23011 MiB
2025/02/25 15:27:58.833, 43 %, 45 %, 21963 MiB
2025/02/25 15:27:59.833, 47 %, 49 %, 23011 MiB
2025/02/25 15:27:59.834, 49 %, 51 %, 21963 MiB
2025/02/25 15:28:00.835, 52 %, 54 %, 23011 MiB
2025/02/25 15:28:00.835, 52 %, 55 %, 21963 MiB
2025/02/25 15:28:01.836, 52 %, 55 %, 23011 MiB
2025/02/25 15:28:01.837, 52 %, 55 %, 21963 MiB
2025/02/25 15:28:02.837, 51 %, 54 %, 23011 MiB
2025/02/25 15:28:02.838, 51 %, 53 %, 21963 MiB
2025/02/25 15:28:03.838, 51 %, 54 %, 23011 MiB
2025/02/25 15:28:03.839, 51 %, 53 %, 21963 MiB
2025/02/25 15:28:04.840, 53 %, 56 %, 23011 MiB
2025/02/25 15:28:04.841, 53 %, 56 %, 21963 MiB
2025/02/25 15:28:05.842, 49 %, 51 %, 23011 MiB
2025/02/25 15:28:05.843, 49 %, 51 %, 21963 MiB
2025/02/25 15:28:06.844, 41 %, 43 %, 23011 MiB
2025/02/25 15:28:06.844, 42 %, 44 %, 21963 MiB
2025/02/25 15:28:07.845, 51 %, 54 %, 23011 MiB
2025/02/25 15:28:07.846, 52 %, 55 %, 21963 MiB
2025/02/25 15:28:08.846, 46 %, 48 %, 23011 MiB
2025/02/25 15:28:08.847, 46 %, 48 %, 21963 MiB
2025/02/25 15:28:09.848, 47 %, 49 %, 23011 MiB
2025/02/25 15:28:09.848, 49 %, 51 %, 21963 MiB
2025/02/25 15:28:10.849, 46 %, 48 %, 23011 MiB
2025/02/25 15:28:10.850, 45 %, 47 %, 21963 MiB
2025/02/25 15:28:11.850, 52 %, 55 %, 23011 MiB
2025/02/25 15:28:11.851, 55 %, 57 %, 21963 MiB
2025/02/25 15:28:12.851, 44 %, 46 %, 23011 MiB
2025/02/25 15:28:12.852, 47 %, 49 %, 21963 MiB
2025/02/25 15:28:13.853, 43 %, 45 %, 23011 MiB
2025/02/25 15:28:13.853, 42 %, 44 %, 21963 MiB
2025/02/25 15:28:14.854, 46 %, 48 %, 23011 MiB
2025/02/25 15:28:14.855, 43 %, 45 %, 21963 MiB
2025/02/25 15:28:15.855, 46 %, 48 %, 23011 MiB
2025/02/25 15:28:15.856, 43 %, 45 %, 21963 MiB
2025/02/25 15:28:16.857, 42 %, 44 %, 23011 MiB
2025/02/25 15:28:16.858, 42 %, 45 %, 21963 MiB
2025/02/25 15:28:17.859, 45 %, 48 %, 23011 MiB
2025/02/25 15:28:17.860, 50 %, 53 %, 21963 MiB
2025/02/25 15:28:18.861, 51 %, 54 %, 23011 MiB
2025/02/25 15:28:18.861, 53 %, 56 %, 21963 MiB
2025/02/25 15:28:19.862, 50 %, 52 %, 23011 MiB
2025/02/25 15:28:19.863, 46 %, 48 %, 21963 MiB
2025/02/25 15:28:20.863, 43 %, 45 %, 23011 MiB
2025/02/25 15:28:20.864, 46 %, 49 %, 21963 MiB
2025/02/25 15:28:21.865, 52 %, 55 %, 23011 MiB
2025/02/25 15:28:21.865, 50 %, 52 %, 21963 MiB
2025/02/25 15:28:22.866, 43 %, 45 %, 23011 MiB
2025/02/25 15:28:22.867, 47 %, 49 %, 21963 MiB
2025/02/25 15:28:23.867, 52 %, 55 %, 23011 MiB
2025/02/25 15:28:23.868, 48 %, 51 %, 21963 MiB
2025/02/25 15:28:24.869, 45 %, 47 %, 23011 MiB
2025/02/25 15:28:24.869, 51 %, 54 %, 21963 MiB
2025/02/25 15:28:25.870, 44 %, 46 %, 23011 MiB
2025/02/25 15:28:25.871, 44 %, 46 %, 21963 MiB
2025/02/25 15:28:26.871, 51 %, 54 %, 23011 MiB
2025/02/25 15:28:26.872, 45 %, 47 %, 21963 MiB
2025/02/25 15:28:27.873, 45 %, 47 %, 23011 MiB
2025/02/25 15:28:27.878, 52 %, 55 %, 21963 MiB
2025/02/25 15:28:28.878, 44 %, 47 %, 23011 MiB
2025/02/25 15:28:28.879, 51 %, 54 %, 21963 MiB
2025/02/25 15:28:29.879, 45 %, 47 %, 23011 MiB
2025/02/25 15:28:29.880, 51 %, 54 %, 21963 MiB
2025/02/25 15:28:30.881, 45 %, 47 %, 23011 MiB
2025/02/25 15:28:30.881, 51 %, 53 %, 21963 MiB
2025/02/25 15:28:31.882, 49 %, 51 %, 23011 MiB
2025/02/25 15:28:31.882, 48 %, 51 %, 21963 MiB
2025/02/25 15:28:32.883, 50 %, 53 %, 23011 MiB
2025/02/25 15:28:32.884, 45 %, 48 %, 21963 MiB
2025/02/25 15:28:33.884, 50 %, 53 %, 23011 MiB
2025/02/25 15:28:33.885, 45 %, 48 %, 21963 MiB
2025/02/25 15:28:34.885, 45 %, 48 %, 23011 MiB
2025/02/25 15:28:34.886, 50 %, 53 %, 21963 MiB
2025/02/25 15:28:35.887, 47 %, 49 %, 23011 MiB
2025/02/25 15:28:35.887, 50 %, 53 %, 21963 MiB
2025/02/25 15:28:36.888, 49 %, 52 %, 23011 MiB
2025/02/25 15:28:36.889, 46 %, 49 %, 21963 MiB
2025/02/25 15:28:37.890, 46 %, 48 %, 23011 MiB
2025/02/25 15:28:37.891, 50 %, 52 %, 21963 MiB
2025/02/25 15:28:38.892, 49 %, 51 %, 23011 MiB
2025/02/25 15:28:38.892, 46 %, 49 %, 21963 MiB
2025/02/25 15:28:39.893, 46 %, 49 %, 23011 MiB
2025/02/25 15:28:39.894, 50 %, 52 %, 21963 MiB
2025/02/25 15:28:40.894, 46 %, 49 %, 23011 MiB
2025/02/25 15:28:40.895, 48 %, 51 %, 21963 MiB
2025/02/25 15:28:41.896, 48 %, 50 %, 23011 MiB
2025/02/25 15:28:41.896, 47 %, 50 %, 21963 MiB
2025/02/25 15:28:42.897, 48 %, 50 %, 23011 MiB
2025/02/25 15:28:42.898, 47 %, 50 %, 21963 MiB
2025/02/25 15:28:43.898, 49 %, 51 %, 23011 MiB
2025/02/25 15:28:43.899, 47 %, 50 %, 21963 MiB
2025/02/25 15:28:44.900, 47 %, 50 %, 23011 MiB
2025/02/25 15:28:44.900, 48 %, 51 %, 21963 MiB
2025/02/25 15:28:45.901, 47 %, 50 %, 23011 MiB
2025/02/25 15:28:45.902, 48 %, 51 %, 21963 MiB
2025/02/25 15:28:46.902, 47 %, 50 %, 23011 MiB
2025/02/25 15:28:46.903, 49 %, 51 %, 21963 MiB
2025/02/25 15:28:47.904, 48 %, 50 %, 23011 MiB
2025/02/25 15:28:47.904, 48 %, 51 %, 21963 MiB
2025/02/25 15:28:48.905, 100 %, 49 %, 23011 MiB
2025/02/25 15:28:48.906, 1 %, 0 %, 21963 MiB
2025/02/25 15:28:49.907, 100 %, 64 %, 23011 MiB
2025/02/25 15:28:49.908, 1 %, 0 %, 21963 MiB
2025/02/25 15:28:50.909, 31 %, 2 %, 23011 MiB
2025/02/25 15:28:50.910, 63 %, 18 %, 21963 MiB
2025/02/25 15:28:51.911, 10 %, 0 %, 23011 MiB
2025/02/25 15:28:51.911, 99 %, 43 %, 21963 MiB
2025/02/25 15:28:52.912, 21 %, 0 %, 23011 MiB
2025/02/25 15:28:52.913, 99 %, 56 %, 21963 MiB
2025/02/25 15:28:53.913, 53 %, 56 %, 23011 MiB
2025/02/25 15:28:53.914, 54 %, 57 %, 21963 MiB
2025/02/25 15:28:54.915, 42 %, 45 %, 23011 MiB
2025/02/25 15:28:54.915, 52 %, 55 %, 21963 MiB
2025/02/25 15:28:55.916, 45 %, 47 %, 23011 MiB
2025/02/25 15:28:55.917, 40 %, 43 %, 21963 MiB
2025/02/25 15:28:56.917, 56 %, 59 %, 23011 MiB
2025/02/25 15:28:56.918, 47 %, 50 %, 21963 MiB
2025/02/25 15:28:57.919, 51 %, 55 %, 23011 MiB
2025/02/25 15:28:57.919, 56 %, 60 %, 21963 MiB
2025/02/25 15:28:58.920, 43 %, 45 %, 23011 MiB
2025/02/25 15:28:58.921, 52 %, 55 %, 21963 MiB
2025/02/25 15:28:59.922, 42 %, 44 %, 23011 MiB
2025/02/25 15:28:59.923, 44 %, 47 %, 21963 MiB
2025/02/25 15:29:00.924, 48 %, 51 %, 23011 MiB
2025/02/25 15:29:00.925, 40 %, 42 %, 21963 MiB
2025/02/25 15:29:01.925, 53 %, 56 %, 23011 MiB
2025/02/25 15:29:01.926, 44 %, 47 %, 21963 MiB
2025/02/25 15:29:02.927, 57 %, 61 %, 23011 MiB
2025/02/25 15:29:02.928, 49 %, 52 %, 21963 MiB
2025/02/25 15:29:03.928, 54 %, 58 %, 23011 MiB
2025/02/25 15:29:03.929, 53 %, 57 %, 21963 MiB
2025/02/25 15:29:04.929, 53 %, 56 %, 23011 MiB
2025/02/25 15:29:04.930, 55 %, 59 %, 21963 MiB
2025/02/25 15:29:05.931, 53 %, 56 %, 23011 MiB
2025/02/25 15:29:05.931, 55 %, 59 %, 21963 MiB
2025/02/25 15:29:06.932, 54 %, 57 %, 23011 MiB
2025/02/25 15:29:06.933, 54 %, 58 %, 21963 MiB
2025/02/25 15:29:07.933, 55 %, 59 %, 23011 MiB
2025/02/25 15:29:07.934, 53 %, 56 %, 21963 MiB
2025/02/25 15:29:08.935, 56 %, 60 %, 23011 MiB
2025/02/25 15:29:08.935, 52 %, 55 %, 21963 MiB
2025/02/25 15:29:09.936, 57 %, 60 %, 23011 MiB
2025/02/25 15:29:09.937, 50 %, 54 %, 21963 MiB
2025/02/25 15:29:10.938, 55 %, 58 %, 23011 MiB
2025/02/25 15:29:10.939, 46 %, 50 %, 21963 MiB
2025/02/25 15:29:11.940, 49 %, 52 %, 23011 MiB
2025/02/25 15:29:11.941, 41 %, 44 %, 21963 MiB
2025/02/25 15:29:12.941, 44 %, 46 %, 23011 MiB
2025/02/25 15:29:12.942, 41 %, 44 %, 21963 MiB
2025/02/25 15:29:13.943, 41 %, 43 %, 23011 MiB
2025/02/25 15:29:13.943, 47 %, 51 %, 21963 MiB
2025/02/25 15:29:14.944, 46 %, 49 %, 23011 MiB
2025/02/25 15:29:14.945, 54 %, 58 %, 21963 MiB
2025/02/25 15:29:15.945, 56 %, 59 %, 23011 MiB
2025/02/25 15:29:15.946, 53 %, 57 %, 21963 MiB
2025/02/25 15:29:16.947, 53 %, 56 %, 23011 MiB
2025/02/25 15:29:16.947, 44 %, 47 %, 21963 MiB
2025/02/25 15:29:17.948, 44 %, 47 %, 23011 MiB
2025/02/25 15:29:17.948, 41 %, 44 %, 21963 MiB
2025/02/25 15:29:18.949, 42 %, 45 %, 23011 MiB
2025/02/25 15:29:18.950, 51 %, 54 %, 21963 MiB
2025/02/25 15:29:19.950, 53 %, 56 %, 23011 MiB
2025/02/25 15:29:19.951, 56 %, 60 %, 21963 MiB
2025/02/25 15:29:20.952, 52 %, 56 %, 23011 MiB
2025/02/25 15:29:20.953, 44 %, 47 %, 21963 MiB
2025/02/25 15:29:21.954, 41 %, 44 %, 23011 MiB
2025/02/25 15:29:21.955, 46 %, 50 %, 21963 MiB
2025/02/25 15:29:22.955, 54 %, 58 %, 23011 MiB
2025/02/25 15:29:22.956, 52 %, 56 %, 21963 MiB
2025/02/25 15:29:23.958, 42 %, 44 %, 23011 MiB
2025/02/25 15:29:23.958, 43 %, 46 %, 21963 MiB
2025/02/25 15:29:24.959, 54 %, 58 %, 23011 MiB
2025/02/25 15:29:24.960, 53 %, 57 %, 21963 MiB
2025/02/25 15:29:25.960, 42 %, 44 %, 23011 MiB
2025/02/25 15:29:25.961, 44 %, 47 %, 21963 MiB
2025/02/25 15:29:26.962, 55 %, 58 %, 23011 MiB
2025/02/25 15:29:26.962, 49 %, 52 %, 21963 MiB
2025/02/25 15:29:27.963, 42 %, 45 %, 23011 MiB
2025/02/25 15:29:27.964, 48 %, 51 %, 21963 MiB
2025/02/25 15:29:28.964, 54 %, 57 %, 23011 MiB
2025/02/25 15:29:28.965, 46 %, 49 %, 21963 MiB
2025/02/25 15:29:29.965, 44 %, 47 %, 23011 MiB
2025/02/25 15:29:29.966, 52 %, 56 %, 21963 MiB
2025/02/25 15:29:30.967, 47 %, 50 %, 23011 MiB
2025/02/25 15:29:30.967, 42 %, 45 %, 21963 MiB
2025/02/25 15:29:31.968, 54 %, 58 %, 23011 MiB
2025/02/25 15:29:31.973, 54 %, 58 %, 21963 MiB
2025/02/25 15:29:32.974, 42 %, 45 %, 23011 MiB
2025/02/25 15:29:32.975, 48 %, 51 %, 21963 MiB
2025/02/25 15:29:33.975, 50 %, 53 %, 23011 MiB
2025/02/25 15:29:33.976, 42 %, 45 %, 21963 MiB
2025/02/25 15:29:34.977, 54 %, 58 %, 23011 MiB
2025/02/25 15:29:34.977, 54 %, 58 %, 21963 MiB
2025/02/25 15:29:35.978, 43 %, 45 %, 23011 MiB
2025/02/25 15:29:35.979, 48 %, 51 %, 21963 MiB
2025/02/25 15:29:36.979, 45 %, 48 %, 23011 MiB
2025/02/25 15:29:36.980, 43 %, 46 %, 21963 MiB
2025/02/25 15:29:37.980, 53 %, 57 %, 23011 MiB
2025/02/25 15:29:37.981, 49 %, 52 %, 21963 MiB
2025/02/25 15:29:38.982, 51 %, 54 %, 23011 MiB
2025/02/25 15:29:38.983, 54 %, 58 %, 21963 MiB
2025/02/25 15:29:39.983, 43 %, 46 %, 23011 MiB
2025/02/25 15:29:39.984, 49 %, 52 %, 21963 MiB
2025/02/25 15:29:40.985, 43 %, 46 %, 23011 MiB
2025/02/25 15:29:40.985, 43 %, 46 %, 21963 MiB
2025/02/25 15:29:41.986, 49 %, 52 %, 23011 MiB
2025/02/25 15:29:41.987, 52 %, 56 %, 21963 MiB
2025/02/25 15:29:42.992, 53 %, 57 %, 23011 MiB
2025/02/25 15:29:42.993, 54 %, 58 %, 21963 MiB
2025/02/25 15:29:43.993, 53 %, 57 %, 23011 MiB
2025/02/25 15:29:43.994, 52 %, 56 %, 21963 MiB
2025/02/25 15:29:44.994, 48 %, 51 %, 23011 MiB
2025/02/25 15:29:44.995, 46 %, 49 %, 21963 MiB
2025/02/25 15:29:45.996, 43 %, 46 %, 23011 MiB
2025/02/25 15:29:45.996, 43 %, 47 %, 21963 MiB
2025/02/25 15:29:46.997, 43 %, 46 %, 23011 MiB
2025/02/25 15:29:46.998, 44 %, 47 %, 21963 MiB
2025/02/25 15:29:47.998, 43 %, 46 %, 23011 MiB
2025/02/25 15:29:47.999, 44 %, 47 %, 21963 MiB
2025/02/25 15:29:48.999, 44 %, 47 %, 23011 MiB
2025/02/25 15:29:49.000, 46 %, 49 %, 21963 MiB
2025/02/25 15:29:50.000, 47 %, 50 %, 23011 MiB
2025/02/25 15:29:50.001, 49 %, 53 %, 21963 MiB
2025/02/25 15:29:51.002, 48 %, 51 %, 23011 MiB
2025/02/25 15:29:51.002, 50 %, 54 %, 21963 MiB
2025/02/25 15:29:52.003, 49 %, 52 %, 23011 MiB
2025/02/25 15:29:52.004, 51 %, 54 %, 21963 MiB
2025/02/25 15:29:53.005, 49 %, 52 %, 23011 MiB
2025/02/25 15:29:53.006, 51 %, 54 %, 21963 MiB
2025/02/25 15:29:54.007, 46 %, 49 %, 23011 MiB
2025/02/25 15:29:54.008, 48 %, 52 %, 21963 MiB
2025/02/25 15:29:55.009, 44 %, 47 %, 23011 MiB
2025/02/25 15:29:55.009, 44 %, 47 %, 21963 MiB
2025/02/25 15:29:56.010, 44 %, 47 %, 23011 MiB
2025/02/25 15:29:56.011, 44 %, 47 %, 21963 MiB
2025/02/25 15:29:57.011, 44 %, 47 %, 23011 MiB
2025/02/25 15:29:57.012, 44 %, 48 %, 21963 MiB
2025/02/25 15:29:58.013, 44 %, 47 %, 23011 MiB
2025/02/25 15:29:58.013, 44 %, 48 %, 21963 MiB
2025/02/25 15:29:59.014, 48 %, 52 %, 23011 MiB
2025/02/25 15:29:59.015, 47 %, 51 %, 21963 MiB
2025/02/25 15:30:00.015, 52 %, 56 %, 23011 MiB
2025/02/25 15:30:00.016, 52 %, 56 %, 21963 MiB
2025/02/25 15:30:01.016, 52 %, 56 %, 23011 MiB
2025/02/25 15:30:01.017, 52 %, 56 %, 21963 MiB
2025/02/25 15:30:02.018, 48 %, 51 %, 23011 MiB
2025/02/25 15:30:02.018, 49 %, 52 %, 21963 MiB
2025/02/25 15:30:03.019, 45 %, 48 %, 23011 MiB
2025/02/25 15:30:03.020, 45 %, 48 %, 21963 MiB
2025/02/25 15:30:04.021, 45 %, 48 %, 23011 MiB
2025/02/25 15:30:04.022, 45 %, 48 %, 21963 MiB
2025/02/25 15:30:05.023, 52 %, 56 %, 23011 MiB
2025/02/25 15:30:05.024, 52 %, 56 %, 21963 MiB
2025/02/25 15:30:06.025, 52 %, 56 %, 23011 MiB
2025/02/25 15:30:06.025, 52 %, 56 %, 21963 MiB
2025/02/25 15:30:07.026, 45 %, 48 %, 23011 MiB
2025/02/25 15:30:07.026, 45 %, 48 %, 21963 MiB
2025/02/25 15:30:08.027, 45 %, 48 %, 23011 MiB
2025/02/25 15:30:08.028, 45 %, 49 %, 21963 MiB
2025/02/25 15:30:09.029, 52 %, 55 %, 23011 MiB
2025/02/25 15:30:09.029, 52 %, 56 %, 21963 MiB
2025/02/25 15:30:10.030, 48 %, 51 %, 23011 MiB
2025/02/25 15:30:10.030, 48 %, 52 %, 21963 MiB
2025/02/25 15:30:11.031, 45 %, 48 %, 23011 MiB
2025/02/25 15:30:11.032, 45 %, 49 %, 21963 MiB
2025/02/25 15:30:12.032, 51 %, 54 %, 23011 MiB
2025/02/25 15:30:12.033, 51 %, 55 %, 21963 MiB
2025/02/25 15:30:13.034, 46 %, 49 %, 23011 MiB
2025/02/25 15:30:13.034, 46 %, 49 %, 21963 MiB
2025/02/25 15:30:14.035, 48 %, 52 %, 23011 MiB
2025/02/25 15:30:14.036, 49 %, 53 %, 21963 MiB
2025/02/25 15:30:15.037, 51 %, 54 %, 23011 MiB
2025/02/25 15:30:15.041, 51 %, 54 %, 21963 MiB
2025/02/25 15:30:16.042, 46 %, 49 %, 23011 MiB
2025/02/25 15:30:16.043, 46 %, 49 %, 21963 MiB
2025/02/25 15:30:17.043, 51 %, 55 %, 23011 MiB
2025/02/25 15:30:17.044, 51 %, 55 %, 21963 MiB
2025/02/25 15:30:18.045, 46 %, 49 %, 23011 MiB
2025/02/25 15:30:18.045, 46 %, 49 %, 21963 MiB
2025/02/25 15:30:19.046, 50 %, 54 %, 23011 MiB
2025/02/25 15:30:19.047, 51 %, 55 %, 21963 MiB
2025/02/25 15:30:20.047, 46 %, 49 %, 23011 MiB
2025/02/25 15:30:20.048, 46 %, 50 %, 21963 MiB
2025/02/25 15:30:21.048, 51 %, 55 %, 23011 MiB
2025/02/25 15:30:21.049, 51 %, 55 %, 21963 MiB
2025/02/25 15:30:22.049, 46 %, 49 %, 23011 MiB
2025/02/25 15:30:22.050, 46 %, 50 %, 21963 MiB
2025/02/25 15:30:23.051, 51 %, 54 %, 23011 MiB
2025/02/25 15:30:23.052, 51 %, 55 %, 21963 MiB
2025/02/25 15:30:24.053, 99 %, 63 %, 23011 MiB
2025/02/25 15:30:24.054, 1 %, 0 %, 21963 MiB
2025/02/25 15:30:25.055, 6 %, 0 %, 23011 MiB
2025/02/25 15:30:25.056, 99 %, 60 %, 21963 MiB
2025/02/25 15:30:26.057, 44 %, 45 %, 23011 MiB
2025/02/25 15:30:26.057, 47 %, 48 %, 21963 MiB
2025/02/25 15:30:27.058, 50 %, 51 %, 23011 MiB
2025/02/25 15:30:27.059, 46 %, 47 %, 21963 MiB
2025/02/25 15:30:28.059, 49 %, 51 %, 23011 MiB
2025/02/25 15:30:28.060, 52 %, 53 %, 21963 MiB
2025/02/25 15:30:29.061, 41 %, 42 %, 23011 MiB
2025/02/25 15:30:29.061, 45 %, 47 %, 21963 MiB
2025/02/25 15:30:30.062, 51 %, 53 %, 23011 MiB
2025/02/25 15:30:30.063, 49 %, 51 %, 21963 MiB
2025/02/25 15:30:31.063, 45 %, 47 %, 23011 MiB
2025/02/25 15:30:31.064, 42 %, 44 %, 21963 MiB
2025/02/25 15:30:32.064, 42 %, 43 %, 23011 MiB
2025/02/25 15:30:32.065, 45 %, 46 %, 21963 MiB
2025/02/25 15:30:33.066, 44 %, 45 %, 23011 MiB
2025/02/25 15:30:33.066, 43 %, 44 %, 21963 MiB
2025/02/25 15:30:34.067, 48 %, 50 %, 23011 MiB
2025/02/25 15:30:34.067, 44 %, 46 %, 21963 MiB
2025/02/25 15:30:35.068, 49 %, 50 %, 23011 MiB
2025/02/25 15:30:35.068, 51 %, 53 %, 21963 MiB
2025/02/25 15:30:36.069, 45 %, 47 %, 23011 MiB
2025/02/25 15:30:36.070, 44 %, 45 %, 21963 MiB
2025/02/25 15:30:37.071, 45 %, 46 %, 23011 MiB
2025/02/25 15:30:37.072, 50 %, 52 %, 21963 MiB
2025/02/25 15:30:38.073, 50 %, 51 %, 23011 MiB
2025/02/25 15:30:38.073, 50 %, 52 %, 21963 MiB
2025/02/25 15:30:39.074, 50 %, 52 %, 23011 MiB
2025/02/25 15:30:39.075, 46 %, 48 %, 21963 MiB
2025/02/25 15:30:40.075, 49 %, 51 %, 23011 MiB
2025/02/25 15:30:40.076, 45 %, 47 %, 21963 MiB
2025/02/25 15:30:41.076, 49 %, 51 %, 23011 MiB
2025/02/25 15:30:41.077, 49 %, 51 %, 21963 MiB
2025/02/25 15:30:42.078, 45 %, 47 %, 23011 MiB
2025/02/25 15:30:42.078, 49 %, 51 %, 21963 MiB
2025/02/25 15:30:43.079, 46 %, 47 %, 23011 MiB
2025/02/25 15:30:43.080, 46 %, 48 %, 21963 MiB
2025/02/25 15:30:44.080, 48 %, 50 %, 23011 MiB
2025/02/25 15:30:44.081, 49 %, 51 %, 21963 MiB
2025/02/25 15:30:45.081, 47 %, 48 %, 23011 MiB
2025/02/25 15:30:45.082, 47 %, 48 %, 21963 MiB
2025/02/25 15:30:46.083, 47 %, 48 %, 23011 MiB
2025/02/25 15:30:46.083, 48 %, 49 %, 21963 MiB
2025/02/25 15:30:47.084, 47 %, 49 %, 23011 MiB
2025/02/25 15:30:47.085, 48 %, 50 %, 21963 MiB
2025/02/25 15:30:48.086, 47 %, 49 %, 23011 MiB
2025/02/25 15:30:48.087, 47 %, 49 %, 21963 MiB
2025/02/25 15:30:49.088, 47 %, 49 %, 23011 MiB
2025/02/25 15:30:49.089, 48 %, 50 %, 21963 MiB
2025/02/25 15:30:50.090, 48 %, 49 %, 23011 MiB
2025/02/25 15:30:50.091, 47 %, 49 %, 21963 MiB
2025/02/25 15:30:51.091, 46 %, 48 %, 23011 MiB
2025/02/25 15:30:51.092, 48 %, 50 %, 21963 MiB
2025/02/25 15:30:52.093, 48 %, 50 %, 23011 MiB
2025/02/25 15:30:52.093, 47 %, 49 %, 21963 MiB
2025/02/25 15:30:53.094, 47 %, 49 %, 23011 MiB
2025/02/25 15:30:53.094, 49 %, 51 %, 21963 MiB
2025/02/25 15:30:54.095, 49 %, 51 %, 23011 MiB
2025/02/25 15:30:54.096, 46 %, 48 %, 21963 MiB
2025/02/25 15:30:55.096, 45 %, 47 %, 23011 MiB
2025/02/25 15:30:55.097, 49 %, 52 %, 21963 MiB
2025/02/25 15:30:56.097, 49 %, 51 %, 23011 MiB
2025/02/25 15:30:56.098, 50 %, 52 %, 21963 MiB
2025/02/25 15:30:57.099, 49 %, 51 %, 23011 MiB
2025/02/25 15:30:57.099, 49 %, 51 %, 21963 MiB
2025/02/25 15:30:58.100, 44 %, 46 %, 23011 MiB
2025/02/25 15:30:58.101, 50 %, 53 %, 21963 MiB
2025/02/25 15:30:59.101, 44 %, 46 %, 23011 MiB
2025/02/25 15:30:59.102, 49 %, 52 %, 21963 MiB
2025/02/25 15:31:00.103, 48 %, 51 %, 23011 MiB
2025/02/25 15:31:00.104, 44 %, 46 %, 21963 MiB
2025/02/25 15:31:01.105, 49 %, 51 %, 23011 MiB
2025/02/25 15:31:01.105, 48 %, 51 %, 21963 MiB
2025/02/25 15:31:02.106, 43 %, 45 %, 23011 MiB
2025/02/25 15:31:02.107, 49 %, 51 %, 21963 MiB
2025/02/25 15:31:03.107, 50 %, 52 %, 23011 MiB
2025/02/25 15:31:03.108, 47 %, 49 %, 21963 MiB
2025/02/25 15:31:04.109, 51 %, 54 %, 23011 MiB
2025/02/25 15:31:04.109, 45 %, 47 %, 21963 MiB
2025/02/25 15:31:05.110, 52 %, 54 %, 23011 MiB
2025/02/25 15:31:05.111, 44 %, 46 %, 21963 MiB
2025/02/25 15:31:06.111, 52 %, 54 %, 23011 MiB
2025/02/25 15:31:06.112, 43 %, 45 %, 21963 MiB
2025/02/25 15:31:07.113, 51 %, 53 %, 23011 MiB
2025/02/25 15:31:07.113, 42 %, 44 %, 21963 MiB
2025/02/25 15:31:08.114, 52 %, 55 %, 23011 MiB
2025/02/25 15:31:08.115, 42 %, 44 %, 21963 MiB
2025/02/25 15:31:09.116, 53 %, 55 %, 23011 MiB
2025/02/25 15:31:09.116, 43 %, 45 %, 21963 MiB
2025/02/25 15:31:10.117, 52 %, 55 %, 23011 MiB
2025/02/25 15:31:10.118, 45 %, 48 %, 21963 MiB
2025/02/25 15:31:11.119, 48 %, 50 %, 23011 MiB
2025/02/25 15:31:11.120, 50 %, 52 %, 21963 MiB
2025/02/25 15:31:12.121, 43 %, 45 %, 23011 MiB
2025/02/25 15:31:12.122, 51 %, 53 %, 21963 MiB
2025/02/25 15:31:13.122, 52 %, 55 %, 23011 MiB
2025/02/25 15:31:13.123, 41 %, 43 %, 21963 MiB
2025/02/25 15:31:14.124, 44 %, 46 %, 23011 MiB
2025/02/25 15:31:14.124, 53 %, 56 %, 21963 MiB
2025/02/25 15:31:15.125, 52 %, 55 %, 23011 MiB
2025/02/25 15:31:15.125, 42 %, 44 %, 21963 MiB
2025/02/25 15:31:16.126, 41 %, 43 %, 23011 MiB
2025/02/25 15:31:16.127, 53 %, 56 %, 21963 MiB
2025/02/25 15:31:17.127, 86 %, 53 %, 23011 MiB
2025/02/25 15:31:17.128, 23 %, 21 %, 21963 MiB
2025/02/25 15:31:18.129, 39 %, 39 %, 23011 MiB
2025/02/25 15:31:18.129, 40 %, 39 %, 21963 MiB
2025/02/25 15:31:19.130, 40 %, 40 %, 23011 MiB
2025/02/25 15:31:19.131, 41 %, 41 %, 21963 MiB
2025/02/25 15:31:20.131, 39 %, 39 %, 23011 MiB
2025/02/25 15:31:20.132, 44 %, 44 %, 21963 MiB
2025/02/25 15:31:21.133, 40 %, 39 %, 23011 MiB
2025/02/25 15:31:21.134, 40 %, 40 %, 21963 MiB
2025/02/25 15:31:22.134, 45 %, 45 %, 23011 MiB
2025/02/25 15:31:22.136, 48 %, 48 %, 21963 MiB
2025/02/25 15:31:23.137, 41 %, 41 %, 23011 MiB
2025/02/25 15:31:23.138, 43 %, 43 %, 21963 MiB
2025/02/25 15:31:24.139, 44 %, 44 %, 23011 MiB
2025/02/25 15:31:24.139, 42 %, 43 %, 21963 MiB
2025/02/25 15:31:25.140, 48 %, 48 %, 23011 MiB
